filename,unique_id,Total,chromosome,ecDNA,MIA_total,TP,TP_partial,FN,FP,ref_total
NCIH2170_HIGH_HER2_R1_G2_24_10_90_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_90_Merge(RGB),196,13,183,83,50,24,122,9,196
NCIH2170_TOTAL_HER2_R1_G1_2404_68_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_68_Merge(RGB),151,25,126,66,39,18,94,9,151
NCIH2170_LOW_HER2_R1_G0_2501_37_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_37,36,5,31,11,4,2,30,5,36
NCIH2170_TOTAL_HER2_R1_G1_2404_64_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_64_Merge(RGB),200,32,168,114,60,26,114,28,200
NCIH2170_LOW_HER2_R1_G2_24_10_105_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_105_Merge(RGB),148,36,112,52,19,22,107,11,148
NCIH2170_HIGH_HER2_R1_G1_2404_S2_117_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_117_Merge(RGB),145,26,119,80,23,31,91,26,145
NCIH2170_LOW_HER2_R1_G2_24_10_43_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_43_Merge(RGB),84,10,74,38,22,10,52,6,84
NCIH2170_TOTAL_HER2_R1_G2_24_10_80_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_80_Merge(RGB),387,2,385,103,55,43,289,5,387
NCIH2170_TOTAL_HER2_R1_G2_24_10_42_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_42_Merge(RGB),119,12,107,25,16,7,96,2,119
NCIH2170_TOTAL_HER2_R1_G1_2404_92_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_92_Merge(RGB),196,9,187,88,54,32,110,2,196
NCIH2170_TOTAL_HER2_R1_G1_2404_113_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_113_Merge(RGB),179,0,179,99,54,17,108,28,179
NCIH2170_TOTAL_HER2_R1_G0_2501_39_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_39,139,1,138,54,29,20,90,5,139
NCIH2170_HIGH_HER2_R1_G2_24_10_85_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_85_Merge(RGB),231,2,229,71,39,24,168,8,231
NCIH2170_TOTAL_HER2_R1_G2_24_10_5_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_5_Merge(RGB),181,5,176,139,50,45,86,44,181
NCIH2170_LOW_HER2_R1_G2_24_10_46_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_46_Merge(RGB),178,8,170,64,30,26,122,8,178
NCIH2170_TOTAL_HER2_R1_G0_2501_6_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_6,145,8,137,57,0,37,108,20,145
NCIH2170_HIGH_HER2_R1_G2_24_10_67_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_67_Merge(RGB),339,5,334,99,50,38,251,11,339
NCIH2170_HIGH_HER2_R1_G1_2404_S2_91_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_91_Merge(RGB),59,0,59,79,21,21,17,37,59
NCIH2170_HIGH_HER2_R1_G2_24_10_109_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_109_Merge(RGB),177,11,166,72,26,30,121,16,177
NCIH2170_LOW_HER2_R1_G0_2501_46_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_46,194,8,186,55,19,34,141,2,194
NCIH2170_TOTAL_HER2_R1_G0_2501_74_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_74,142,0,142,49,12,27,103,10,142
NCIH2170_TOTAL_HER2_R1_G0_2501_127_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_127,107,0,107,38,13,18,76,7,107
NCIH2170_HIGH_HER2_R1_G2_24_10_82B_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_82B_Merge(RGB),214,4,210,81,56,14,144,11,214
NCIH2170_HIGH_HER2_R1_G0_2501_8_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_8,76,3,73,32,0,8,68,24,76
NCIH2170_TOTAL_HER2_R1_G2_24_10_30_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_30_Merge(RGB),39,5,34,54,12,7,20,35,39
NCIH2170_TOTAL_HER2_R1_G2_24_10_16_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_16_Merge(RGB),290,11,279,138,41,47,202,50,290
NCIH2170_HIGH_HER2_R1_G1_2404_S2_64_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_64_Merge(RGB),174,0,174,119,40,52,82,27,174
NCIH2170_TOTAL_HER2_R1_G2_24_10_17_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_17_Merge(RGB),114,3,111,56,21,23,70,12,114
NCIH2170_HIGH_HER2_R1_G0_2501_29_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_29,262,15,247,83,23,44,195,16,262
NCIH2170_HIGH_HER2_R1_G1_2404_S2_121_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_121_Merge(RGB),210,0,210,163,104,34,72,25,210
NCIH2170_TOTAL_HER2_R1_G1_2404_72_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_72_Merge(RGB),227,7,220,226,88,48,91,90,227
NCIH2170_LOW_HER2_R1_G2_24_10_130_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_130_Merge(RGB),142,41,101,30,12,14,116,4,142
NCIH2170_LOW_HER2_R1_G1_2404_71_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_71_Merge(RGB),111,3,108,96,49,21,41,26,111
NCIH2170_HIGH_HER2_R1_G2_24_10_44_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_44_Merge(RGB),214,6,208,184,101,37,76,46,214
NCIH2170_LOW_HER2_R1_G1_2404_26_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_26_Merge(RGB),308,25,283,153,59,46,203,48,308
NCIH2170_LOW_HER2_R1_G2_24_10_79_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_79_Merge(RGB),330,9,321,121,77,29,224,15,330
NCIH2170_LOW_HER2_R1_G2_24_10_20_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_20_Merge(RGB),640,7,633,173,76,80,484,17,640
NCIH2170_HIGH_HER2_R1_G1_2404_S2_78_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_78_Merge(RGB),109,6,103,35,25,8,76,2,109
NCIH2170_HIGH_HER2_R1_G1_2404_S2_105_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_105_Merge(RGB),304,0,304,81,53,23,228,5,304
NCIH2170_LOW_HER2_R1_G1_2404_31_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_31_Merge(RGB),64,0,64,49,14,17,33,18,64
NCIH2170_HIGH_HER2_R1_G1_2404_S2_17_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_17_Merge(RGB),67,8,59,7,6,1,60,0,67
NCIH2170_TOTAL_HER2_R1_G1_2404_93_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_93_Merge(RGB),131,1,130,67,29,27,75,11,131
NCIH2170_HIGH_HER2_R1_G0_2501_99_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_99,218,3,215,57,26,22,170,9,218
NCIH2170_TOTAL_HER2_R1_G1_2404_116_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_116_Merge(RGB),185,0,185,242,87,44,54,111,185
NCIH2170_TOTAL_HER2_R1_G2_24_10_3_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_3_Merge(RGB),256,15,241,69,45,20,191,4,256
NCIH2170_HIGH_HER2_R1_G2_24_10_4_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_4_Merge(RGB),123,10,113,27,21,6,96,0,123
NCIH2170_HIGH_HER2_R1_G0_2501_130_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_130,133,0,133,75,18,37,78,20,133
NCIH2170_TOTAL_HER2_R1_G2_24_10_121_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_121_Merge(RGB),639,0,639,136,54,64,521,18,639
NCIH2170_HIGH_HER2_R1_G1_2404_S2_87_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_87_Merge(RGB),395,7,388,169,111,44,240,14,395
NCIH2170_LOW_HER2_R1_G0_2501_47_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_47,88,1,87,29,14,10,64,5,88
NCIH2170_LOW_HER2_R1_G0_2501_38_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_38,79,20,59,16,9,5,65,2,79
NCIH2170_HIGH_HER2_R1_G2_24_10_10_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_10_Merge(RGB),649,32,617,133,73,41,535,19,649
NCIH2170_LOW_HER2_R1_G2_24_10_4_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_4_Merge(RGB),165,0,165,80,36,26,103,18,165
NCIH2170_HIGH_HER2_R1_G1_2404_S2_39_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_39_Merge(RGB),454,76,378,70,39,27,388,4,454
NCIH2170_LOW_HER2_R1_G0_2501_110_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_110,44,5,39,25,3,11,30,11,44
NCIH2170_HIGH_HER2_R1_G2_24_10_8_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_8_Merge(RGB),648,16,632,195,105,73,470,17,648
NCIH2170_TOTAL_HER2_R1_G1_2404_122_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_122_Merge(RGB),275,29,246,145,82,46,147,17,275
NCIH2170_LOW_HER2_R1_G2_24_10_44_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_44_Merge(RGB),221,1,220,77,48,20,153,9,221
NCIH2170_HIGH_HER2_R1_G0_2501_40_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_40,196,13,183,81,38,32,126,11,196
NCIH2170_HIGH_HER2_R1_G0_2501_35_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_35,128,1,127,31,17,14,97,0,128
NCIH2170_LOW_HER2_R1_G0_2501_55_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_55,172,3,169,72,29,36,107,7,172
NCIH2170_TOTAL_HER2_R1_G1_2404_59_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_59_Merge(RGB),189,1,188,67,41,15,133,11,189
NCIH2170_LOW_HER2_R1_G2_24_10_89_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_89_Merge(RGB),352,1,351,107,40,55,257,12,352
NCIH2170_LOW_HER2_R1_G2_24_10_108_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_108_Merge(RGB),121,5,116,76,43,18,60,15,121
NCIH2170_LOW_HER2_R1_G1_2404_28_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_28_Merge(RGB),94,0,94,38,23,10,61,5,94
NCIH2170_TOTAL_HER2_R1_G0_2501_95_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_95,282,0,282,114,53,52,177,9,282
NCIH2170_LOW_HER2_R1_G2_24_10_28_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_28_Merge(RGB),219,4,215,56,24,19,176,13,219
NCIH2170_TOTAL_HER2_R1_G1_2404_95_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_95_Merge(RGB),176,0,176,178,103,24,49,51,176
NCIH2170_TOTAL_HER2_R1_G1_2404_10_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_10_Merge(RGB),198,5,193,142,85,28,85,29,198
NCIH2170_LOW_HER2_R1_G2_24_10_97_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_97_Merge(RGB),110,3,107,50,26,12,72,12,110
NCIH2170_LOW_HER2_R1_G0_2501_127_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_127,105,12,93,15,5,6,94,4,105
NCIH2170_LOW_HER2_R1_G2_24_10_71_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_71_Merge(RGB),163,0,163,82,45,19,99,18,163
NCIH2170_HIGH_HER2_R1_G0_2501_116_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_116,217,9,208,97,37,51,129,9,217
NCIH2170_LOW_HER2_R1_G0_2501_15_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_15,177,1,176,42,20,21,136,1,177
NCIH2170_TOTAL_HER2_R1_G1_2404_94_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_94_Merge(RGB),105,7,98,85,32,16,57,37,105
NCIH2170_LOW_HER2_R1_G0_2501_111_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_111,188,12,176,42,9,27,152,6,188
NCIH2170_HIGH_HER2_R1_G0_2501_72_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_72,209,13,196,79,25,45,139,9,209
NCIH2170_HIGH_HER2_R1_G2_24_10_127_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_127_Merge(RGB),203,3,200,36,28,8,167,0,203
NCIH2170_HIGH_HER2_R1_G2_24_10_50_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_50_Merge(RGB),451,9,442,129,58,54,339,17,451
NCIH2170_HIGH_HER2_R1_G1_2404_S2_62_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_62_Merge(RGB),217,0,217,91,46,30,141,15,217
NCIH2170_HIGH_HER2_R1_G1_2404_S2_47_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_47_Merge(RGB),94,1,93,27,12,11,71,4,94
NCIH2170_TOTAL_HER2_R1_G0_2501_16_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_16,256,10,246,106,44,42,170,20,256
NCIH2170_HIGH_HER2_R1_G0_2501_82_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_82,104,6,98,47,20,18,66,9,104
NCIH2170_TOTAL_HER2_R1_G2_24_10_73_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_73_Merge(RGB),485,0,485,255,137,77,271,41,485
NCIH2170_LOW_HER2_R1_G0_2501_59_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_59,94,6,88,25,3,21,70,1,94
NCIH2170_TOTAL_HER2_R1_G1_2404_90_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_90_Merge(RGB),258,2,256,202,121,34,103,47,258
NCIH2170_LOW_HER2_R1_G2_24_10_111_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_111_Merge(RGB),287,1,286,52,32,15,240,5,287
NCIH2170_HIGH_HER2_R1_G0_2501_98_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_98,169,0,169,55,25,23,121,7,169
NCIH2170_TOTAL_HER2_R1_G0_2501_3_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_3,311,5,306,19,0,1,310,18,311
NCIH2170_HIGH_HER2_R1_G1_2404_S2_24_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_24_Merge(RGB),199,2,197,107,51,25,123,31,199
NCIH2170_HIGH_HER2_R1_G2_24_10_57_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_57_Merge(RGB),198,0,198,105,45,26,127,34,198
NCIH2170_LOW_HER2_R1_G2_24_10_83_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_83_Merge(RGB),145,3,142,73,40,19,86,14,145
NCIH2170_LOW_HER2_R1_G0_2501_84_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_84,115,6,109,30,13,11,91,6,115
NCIH2170_TOTAL_HER2_R1_G0_2501_10_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_10,374,14,360,26,1,23,350,2,374
NCIH2170_HIGH_HER2_R1_G2_24_10_64_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_64_Merge(RGB),289,16,273,108,37,59,193,12,289
NCIH2170_HIGH_HER2_R1_G0_2501_9_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_9,111,0,111,100,2,22,87,76,111
NCIH2170_HIGH_HER2_R1_G2_24_10_63_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_63_Merge(RGB),293,2,291,199,35,98,160,66,293
NCIH2170_HIGH_HER2_R1_G2_24_10_47_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_47_Merge(RGB),399,9,390,154,53,85,261,16,399
NCIH2170_HIGH_HER2_R1_G1_2404_S2_81_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_81_Merge(RGB),157,0,157,18,12,3,142,3,157
NCIH2170_TOTAL_HER2_R1_G0_2501_21A_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_21A,424,0,424,240,72,144,208,24,424
NCIH2170_TOTAL_HER2_R1_G1_2404_86_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_86_Merge(RGB),146,3,143,128,60,27,59,41,146
NCIH2170_HIGH_HER2_R1_G2_24_10_45_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_45_Merge(RGB),300,10,290,136,73,44,183,19,300
NCIH2170_TOTAL_HER2_R1_G1_2404_99_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_99_Merge(RGB),63,6,57,18,14,3,46,1,63
NCIH2170_HIGH_HER2_R1_G1_2404_S2_123_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_123_Merge(RGB),114,8,106,61,26,20,68,15,114
NCIH2170_LOW_HER2_R1_G2_24_10_78_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_78_Merge(RGB),141,0,141,42,31,10,100,1,141
NCIH2170_LOW_HER2_R1_G0_2501_25_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_25,189,9,180,72,26,35,128,11,189
NCIH2170_TOTAL_HER2_R1_G1_2404_21_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_21_Merge(RGB),195,2,193,144,51,51,93,42,195
NCIH2170_TOTAL_HER2_R1_G2_24_10_103_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_103_Merge(RGB),180,2,178,57,27,18,135,12,180
NCIH2170_LOW_HER2_R1_G2_24_10_57A_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_57A_Merge(RGB),69,0,69,23,9,9,51,5,69
NCIH2170_TOTAL_HER2_R1_G2_24_10_62_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_62_Merge(RGB),139,0,139,50,28,15,96,7,139
NCIH2170_HIGH_HER2_R1_G1_2404_S2_61_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_61_Merge(RGB),537,0,537,418,260,91,186,67,537
NCIH2170_TOTAL_HER2_R1_G1_2404_89_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_89_Merge(RGB),315,8,307,233,162,34,119,37,315
NCIH2170_LOW_HER2_R1_G1_2404_80_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_80_Merge(RGB),344,5,339,144,82,40,222,22,344
NCIH2170_HIGH_HER2_R1_G2_24_10_52_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_52_Merge(RGB),573,54,519,134,70,51,452,13,573
NCIH2170_LOW_HER2_R1_G2_24_10_37_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_37_Merge(RGB),381,9,372,149,73,58,250,18,381
NCIH2170_LOW_HER2_R1_G1_2404_9_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_9_Merge(RGB),62,0,62,93,16,11,35,66,62
NCIH2170_LOW_HER2_R1_G1_2404_27_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_27_Merge(RGB),232,6,226,184,91,35,106,58,232
NCIH2170_TOTAL_HER2_R1_G2_24_10_51_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_51_Merge(RGB),214,0,214,55,23,28,163,4,214
NCIH2170_HIGH_HER2_R1_G1_2404_S2_89_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_89_Merge(RGB),96,0,96,59,43,9,44,7,96
NCIH2170_TOTAL_HER2_R1_G0_2501_43_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_43,172,12,160,34,10,22,140,2,172
NCIH2170_HIGH_HER2_R1_G1_2404_S2_108_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_108_Merge(RGB),118,0,118,68,33,16,69,19,118
NCIH2170_TOTAL_HER2_R1_G0_2501_4_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_4,123,12,111,12,0,11,112,1,123
NCIH2170_LOW_HER2_R1_G0_2501_34_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_34,65,8,57,27,10,11,44,6,65
NCIH2170_TOTAL_HER2_R1_G2_24_10_20_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_20_Merge(RGB),409,0,409,101,37,49,323,15,409
NCIH2170_TOTAL_HER2_R1_G0_2501_35_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_35,189,3,186,56,28,24,137,4,189
NCIH2170_TOTAL_HER2_R1_G2_24_10_55_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_55_Merge(RGB),163,0,163,70,22,21,120,27,163
NCIH2170_TOTAL_HER2_R1_G2_24_10_119_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_119_Merge(RGB),399,1,398,145,63,61,275,21,399
NCIH2170_LOW_HER2_R1_G2_24_10_99B_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_99B_Merge(RGB),188,10,178,56,21,25,142,10,188
NCIH2170_TOTAL_HER2_R1_G1_2404_17_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_17_Merge(RGB),370,0,370,94,34,48,288,12,370
NCIH2170_TOTAL_HER2_R1_G1_2404_80_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_80_Merge(RGB),288,3,285,106,35,41,212,30,288
NCIH2170_TOTAL_HER2_R1_G2_24_10_37_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_37_Merge(RGB),390,7,383,93,20,60,310,13,390
NCIH2170_LOW_HER2_R1_G1_2404_13_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_13_Merge(RGB),218,12,206,67,31,23,164,13,218
NCIH2170_HIGH_HER2_R1_G2_24_10_95_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_95_Merge(RGB),158,54,104,59,25,27,106,7,158
NCIH2170_HIGH_HER2_R1_G0_2501_53_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_53,171,16,155,45,23,15,133,7,171
NCIH2170_HIGH_HER2_R1_G2_24_10_74_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_74_Merge(RGB),208,18,190,78,28,30,150,20,208
NCIH2170_TOTAL_HER2_R1_G2_24_10_93_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_93_Merge(RGB),391,1,390,179,78,74,239,27,391
NCIH2170_TOTAL_HER2_R1_G1_2404_130_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_130_Merge(RGB),203,0,203,151,20,59,124,72,203
NCIH2170_TOTAL_HER2_R1_G0_2501_111_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_111,224,3,221,92,48,24,152,20,224
NCIH2170_HIGH_HER2_R1_G0_2501_93_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_93,61,17,44,50,6,13,42,31,61
NCIH2170_HIGH_HER2_R1_G0_2501_101_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_101,79,0,79,83,13,29,37,41,79
NCIH2170_LOW_HER2_R1_G0_2501_70_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_70,276,9,267,47,15,27,234,5,276
NCIH2170_LOW_HER2_R1_G0_2501_64_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_64,250,2,248,105,29,68,153,8,250
NCIH2170_HIGH_HER2_R1_G2_24_10_26_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_26_Merge(RGB),312,0,312,109,53,41,218,15,312
NCIH2170_LOW_HER2_R1_G0_2501_121_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_121,111,2,109,44,18,19,74,7,111
NCIH2170_LOW_HER2_R1_G1_2404_44_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_44_Merge(RGB),97,2,95,78,47,18,32,13,97
NCIH2170_TOTAL_HER2_R1_G0_2501_17_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_17,102,3,99,48,17,20,65,11,102
NCIH2170_HIGH_HER2_R1_G2_24_10_6_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_6_Merge(RGB),225,1,224,135,43,54,128,38,225
NCIH2170_TOTAL_HER2_R1_G1_2404_56_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_56_Merge(RGB),137,0,137,88,54,12,71,22,137
NCIH2170_TOTAL_HER2_R1_G1_2404_51_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_51_Merge(RGB),620,14,606,254,116,110,394,28,620
NCIH2170_TOTAL_HER2_R1_G2_24_10_23_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_23_Merge(RGB),446,2,444,90,46,38,362,6,446
NCIH2170_LOW_HER2_R1_G0_2501_61_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_61,139,16,123,44,11,32,96,1,139
NCIH2170_LOW_HER2_R1_G2_24_10_45_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_45_Merge(RGB),147,1,146,33,17,12,118,4,147
NCIH2170_LOW_HER2_R1_G2_24_10_51_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_51_Merge(RGB),223,2,221,43,15,24,184,4,223
