filename,unique_id,Total,chromosome,ecDNA
NCIH2170_HIGH_HER2_R1_G1_2404_S2_108_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_108_Merge(RGB),118,0,118
NCIH2170_TOTAL_HER2_R1_G0_2501_4_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_4,123,12,111
NCIH2170_LOW_HER2_R1_G0_2501_34_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_34,65,8,57
NCIH2170_TOTAL_HER2_R1_G2_24_10_20_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_20_Merge(RGB),409,0,409
NCIH2170_TOTAL_HER2_R1_G0_2501_35_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_35,189,3,186
NCIH2170_TOTAL_HER2_R1_G2_24_10_55_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_55_Merge(RGB),163,0,163
NCIH2170_TOTAL_HER2_R1_G2_24_10_119_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_119_Merge(RGB),399,1,398
NCIH2170_LOW_HER2_R1_G2_24_10_99B_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_99B_Merge(RGB),188,10,178
NCIH2170_TOTAL_HER2_R1_G1_2404_17_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_17_Merge(RGB),370,0,370
NCIH2170_TOTAL_HER2_R1_G1_2404_80_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_80_Merge(RGB),288,3,285
NCIH2170_TOTAL_HER2_R1_G2_24_10_37_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_37_Merge(RGB),390,7,383
NCIH2170_LOW_HER2_R1_G1_2404_13_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_13_Merge(RGB),218,12,206
NCIH2170_HIGH_HER2_R1_G2_24_10_95_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_95_Merge(RGB),158,54,104
NCIH2170_HIGH_HER2_R1_G0_2501_53_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_53,171,16,155
NCIH2170_HIGH_HER2_R1_G2_24_10_74_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_74_Merge(RGB),208,18,190
NCIH2170_TOTAL_HER2_R1_G2_24_10_93_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_93_Merge(RGB),391,1,390
NCIH2170_TOTAL_HER2_R1_G1_2404_130_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_130_Merge(RGB),203,0,203
NCIH2170_TOTAL_HER2_R1_G0_2501_111_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_111,224,3,221
NCIH2170_HIGH_HER2_R1_G0_2501_93_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_93,61,17,44
NCIH2170_HIGH_HER2_R1_G0_2501_101_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_101,79,0,79
NCIH2170_LOW_HER2_R1_G0_2501_70_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_70,276,9,267
NCIH2170_LOW_HER2_R1_G0_2501_64_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_64,250,2,248
NCIH2170_HIGH_HER2_R1_G2_24_10_26_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_26_Merge(RGB),312,0,312
NCIH2170_LOW_HER2_R1_G0_2501_121_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_121,111,2,109
NCIH2170_LOW_HER2_R1_G1_2404_44_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_44_Merge(RGB),97,2,95
NCIH2170_TOTAL_HER2_R1_G0_2501_17_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_17,102,3,99
NCIH2170_HIGH_HER2_R1_G2_24_10_6_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_6_Merge(RGB),225,1,224
NCIH2170_TOTAL_HER2_R1_G1_2404_56_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_56_Merge(RGB),137,0,137
NCIH2170_TOTAL_HER2_R1_G1_2404_51_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_51_Merge(RGB),620,14,606
NCIH2170_TOTAL_HER2_R1_G2_24_10_23_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_23_Merge(RGB),446,2,444
NCIH2170_LOW_HER2_R1_G0_2501_61_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_61,139,16,123
NCIH2170_LOW_HER2_R1_G2_24_10_45_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_45_Merge(RGB),147,1,146
NCIH2170_LOW_HER2_R1_G2_24_10_51_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_51_Merge(RGB),223,2,221
NCIH2170_LOW_HER2_R1_G1_2404_30_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_30_Merge(RGB),261,0,261
NCIH2170_HIGH_HER2_R1_G0_2501_14_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_14,212,2,210
NCIH2170_HIGH_HER2_R1_G1_2404_S2_15_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_15_Merge(RGB),178,8,170
NCIH2170_HIGH_HER2_R1_G2_24_10_22_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_22_Merge(RGB),265,4,261
NCIH2170_HIGH_HER2_R1_G0_2501_88_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_88,119,0,119
NCIH2170_LOW_HER2_R1_G2_24_10_48_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_48_Merge(RGB),140,4,136
NCIH2170_HIGH_HER2_R1_G1_2404_S2_90_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_90_Merge(RGB),123,0,123
NCIH2170_TOTAL_HER2_R1_G1_2404_76_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_76_Merge(RGB),219,0,219
NCIH2170_LOW_HER2_R1_G0_2501_44_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_44,48,8,40
NCIH2170_LOW_HER2_R1_G2_24_10_34_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_34_Merge(RGB),113,1,112
NCIH2170_HIGH_HER2_R1_G0_2501_127_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_127,103,1,102
NCIH2170_TOTAL_HER2_R1_G2_24_10_100_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_100_Merge(RGB),496,1,495
NCIH2170_HIGH_HER2_R1_G2_24_10_19_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_19_Merge(RGB),156,2,154
NCIH2170_HIGH_HER2_R1_G1_2404_S2_28_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_28_Merge(RGB),218,5,213
NCIH2170_HIGH_HER2_R1_G2_24_10_18B_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_18B_Merge(RGB),265,13,252
NCIH2170_HIGH_HER2_R1_G2_24_10_96_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_96_Merge(RGB),90,17,73
NCIH2170_TOTAL_HER2_R1_G1_2404_50_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_50_Merge(RGB),590,0,590
NCIH2170_HIGH_HER2_R1_G2_24_10_69_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_69_Merge(RGB),102,2,100
NCIH2170_HIGH_HER2_R1_G2_24_10_82A_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_82A_Merge(RGB),225,10,215
NCIH2170_TOTAL_HER2_R1_G0_2501_69_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_69,389,0,389
NCIH2170_TOTAL_HER2_R1_G0_2501_102_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_102,240,12,228
NCIH2170_LOW_HER2_R1_G2_24_10_122_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_122_Merge(RGB),90,9,81
NCIH2170_HIGH_HER2_R1_G2_24_10_12_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_12_Merge(RGB),262,9,253
NCIH2170_LOW_HER2_R1_G0_2501_23_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_23,84,5,79
NCIH2170_TOTAL_HER2_R1_G1_2404_71_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_71_Merge(RGB),183,0,183
NCIH2170_LOW_HER2_R1_G2_24_10_65_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_65_Merge(RGB),339,1,338
NCIH2170_TOTAL_HER2_R1_G0_2501_27A_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_27A,137,10,127
NCIH2170_HIGH_HER2_R1_G0_2501_52_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_52,282,24,258
NCIH2170_LOW_HER2_R1_G1_2404_3_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_3_Merge(RGB),57,7,50
NCIH2170_LOW_HER2_R1_G0_2501_63_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_63,139,4,135
NCIH2170_TOTAL_HER2_R1_G2_24_10_69_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_69_Merge(RGB),355,0,355
NCIH2170_HIGH_HER2_R1_G1_2404_S2_37_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_37_Merge(RGB),371,13,358
NCIH2170_HIGH_HER2_R1_G2_24_10_41_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_41_Merge(RGB),313,9,304
NCIH2170_LOW_HER2_R1_G1_2404_65_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_65_Merge(RGB),150,33,117
NCIH2170_LOW_HER2_R1_G2_24_10_74_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_74_Merge(RGB),63,0,63
NCIH2170_LOW_HER2_R1_G1_2404_55_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_55_Merge(RGB),182,2,180
NCIH2170_TOTAL_HER2_R1_G2_24_10_89_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_89_Merge(RGB),368,0,368
NCIH2170_LOW_HER2_R1_G2_24_10_95_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_95_Merge(RGB),178,9,169
NCIH2170_TOTAL_HER2_R1_G2_24_10_64_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_64_Merge(RGB),664,0,664
NCIH2170_TOTAL_HER2_R1_G2_24_10_44_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_44_Merge(RGB),168,2,166
NCIH2170_HIGH_HER2_R1_G2_24_10_112_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_112_Merge(RGB),484,4,480
NCIH2170_HIGH_HER2_R1_G2_24_10_89_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_89_Merge(RGB),296,8,288
NCIH2170_LOW_HER2_R1_G0_2501_98_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_98,71,7,64
NCIH2170_LOW_HER2_R1_G1_2404_41_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_41_Merge(RGB),200,17,183
NCIH2170_HIGH_HER2_R1_G2_24_10_99_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_99_Merge(RGB),77,3,74
NCIH2170_TOTAL_HER2_R1_G2_24_10_115_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_115_Merge(RGB),599,0,599
NCIH2170_TOTAL_HER2_R1_G0_2501_92_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_92,190,0,190
NCIH2170_TOTAL_HER2_R1_G0_2501_120_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_120,259,0,259
NCIH2170_LOW_HER2_R1_G2_24_10_26_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_26_Merge(RGB),361,8,353
NCIH2170_TOTAL_HER2_R1_G1_2404_26_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_26_Merge(RGB),155,3,152
NCIH2170_TOTAL_HER2_R1_G1_2404_22_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_22_Merge(RGB),86,1,85
NCIH2170_TOTAL_HER2_R1_G1_2404_115_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_115_Merge(RGB),226,2,224
NCIH2170_HIGH_HER2_R1_G1_2404_S2_98_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_98_Merge(RGB),296,1,295
NCIH2170_TOTAL_HER2_R1_G1_2404_35_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_35_Merge(RGB),68,0,68
NCIH2170_LOW_HER2_R1_G0_2501_119_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_119,120,5,115
NCIH2170_LOW_HER2_R1_G2_24_10_31_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_31_Merge(RGB),225,9,216
NCIH2170_HIGH_HER2_R1_G1_2404_S2_97_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_97_Merge(RGB),340,0,340
NCIH2170_TOTAL_HER2_R1_G2_24_10_10_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_10_Merge(RGB),317,6,311
NCIH2170_HIGH_HER2_R1_G1_2404_S2_103_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_103_Merge(RGB),71,0,71
NCIH2170_TOTAL_HER2_R1_G2_24_10_19_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_19_Merge(RGB),264,1,263
NCIH2170_TOTAL_HER2_R1_G2_24_10_110_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_110_Merge(RGB),367,0,367
NCIH2170_TOTAL_HER2_R1_G0_2501_12_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_12,374,17,357
NCIH2170_TOTAL_HER2_R1_G1_2404_103_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_103_Merge(RGB),313,2,311
NCIH2170_HIGH_HER2_R1_G2_24_10_21_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_21_Merge(RGB),355,6,349
NCIH2170_TOTAL_HER2_R1_G1_2404_128_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_128_Merge(RGB),75,2,73
NCIH2170_LOW_HER2_R1_G1_2404_56_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_56_Merge(RGB),67,10,57
NCIH2170_TOTAL_HER2_R1_G1_2404_117_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_117_Merge(RGB),364,3,361
NCIH2170_TOTAL_HER2_R1_G0_2501_29_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_29,130,4,126
NCIH2170_LOW_HER2_R1_G2_24_10_116_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_116_Merge(RGB),164,5,159
NCIH2170_LOW_HER2_R1_G1_2404_57_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_57_Merge(RGB),332,0,332
NCIH2170_LOW_HER2_R1_G1_2404_58_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_58_Merge(RGB),542,9,533
NCIH2170_HIGH_HER2_R1_G1_2404_S2_53_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_53_Merge(RGB),113,3,110
NCIH2170_TOTAL_HER2_R1_G1_2404_25_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_25_Merge(RGB),39,2,37
NCIH2170_HIGH_HER2_R1_G2_24_10_111_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_111_Merge(RGB),370,22,348
NCIH2170_LOW_HER2_R1_G2_24_10_35_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_35_Merge(RGB),130,9,121
NCIH2170_HIGH_HER2_R1_G0_2501_10_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_10,246,0,246
NCIH2170_HIGH_HER2_R1_G2_24_10_13_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_13_Merge(RGB),172,1,171
NCIH2170_TOTAL_HER2_R1_G0_2501_44_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_44,153,1,152
NCIH2170_HIGH_HER2_R1_G2_24_10_124_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_124_Merge(RGB),62,1,61
NCIH2170_LOW_HER2_R1_G2_24_10_87_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_87_Merge(RGB),289,0,289
NCIH2170_HIGH_HER2_R1_G0_2501_48_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_48,180,18,162
NCIH2170_TOTAL_HER2_R1_G2_24_10_108_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_108_Merge(RGB),636,7,629
NCIH2170_HIGH_HER2_R1_G2_24_10_71_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_71_Merge(RGB),57,16,41
NCIH2170_HIGH_HER2_R1_G2_24_10_113_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_113_Merge(RGB),189,1,188
NCIH2170_HIGH_HER2_R1_G2_24_10_43_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_43_Merge(RGB),362,7,355
NCIH2170_TOTAL_HER2_R1_G2_24_10_21_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_21_Merge(RGB),298,16,282
NCIH2170_TOTAL_HER2_R1_G0_2501_20_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_20,92,0,92
NCIH2170_TOTAL_HER2_R1_G1_2404_38_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_38_Merge(RGB),169,0,169
NCIH2170_LOW_HER2_R1_G2_24_10_94_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_94_Merge(RGB),183,0,183
NCIH2170_TOTAL_HER2_R1_G0_2501_113_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_113,178,10,168
NCIH2170_LOW_HER2_R1_G2_24_10_22_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_22_Merge(RGB),60,5,55
NCIH2170_TOTAL_HER2_R1_G0_2501_30_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_30,188,0,188
NCIH2170_LOW_HER2_R1_G0_2501_2_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_2,93,4,89
NCIH2170_TOTAL_HER2_R1_G2_24_10_24_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_24_Merge(RGB),495,0,495
NCIH2170_LOW_HER2_R1_G0_2501_16_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_16,132,3,129
NCIH2170_HIGH_HER2_R1_G1_2404_S2_67_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_67_Merge(RGB),236,87,149
NCIH2170_HIGH_HER2_R1_G2_24_10_68_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_68_Merge(RGB),106,1,105
NCIH2170_LOW_HER2_R1_G0_2501_50_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_50,322,17,305
NCIH2170_LOW_HER2_R1_G1_2404_18_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_18_Merge(RGB),88,3,85
NCIH2170_HIGH_HER2_R1_G2_24_10_54_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_54_Merge(RGB),366,16,350
NCIH2170_LOW_HER2_R1_G0_2501_106_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_106,139,11,128
NCIH2170_LOW_HER2_R1_G2_24_10_129_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_129_Merge(RGB),68,13,55
NCIH2170_HIGH_HER2_R1_G2_24_10_15B_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_15B_Merge(RGB),503,13,490
NCIH2170_HIGH_HER2_R1_G0_2501_66_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_66,94,5,89
NCIH2170_HIGH_HER2_R1_G0_2501_50_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_50,124,2,122
NCIH2170_TOTAL_HER2_R1_G0_2501_33_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_33,183,6,177
NCIH2170_HIGH_HER2_R1_G2_24_10_23_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_23_Merge(RGB),418,37,381
NCIH2170_LOW_HER2_R1_G0_2501_26_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_26,91,8,83
NCIH2170_HIGH_HER2_R1_G2_24_10_107_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_107_Merge(RGB),243,17,226
NCIH2170_TOTAL_HER2_R1_G0_2501_50_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_50,126,6,120
NCIH2170_TOTAL_HER2_R1_G2_24_10_102_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_102_Merge(RGB),308,0,308
NCIH2170_LOW_HER2_R1_G2_24_10_76_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_76_Merge(RGB),349,0,349
NCIH2170_HIGH_HER2_R1_G0_2501_77_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_77,89,3,86
NCIH2170_LOW_HER2_R1_G1_2404_69_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_69_Merge(RGB),302,1,301
NCIH2170_HIGH_HER2_R1_G2_24_10_120_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_120_Merge(RGB),507,5,502
NCIH2170_TOTAL_HER2_R1_G1_2404_53_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_53_Merge(RGB),244,0,244
NCIH2170_LOW_HER2_R1_G0_2501_11_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_11,86,1,85
NCIH2170_TOTAL_HER2_R1_G1_2404_108_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_108_Merge(RGB),146,1,145
NCIH2170_TOTAL_HER2_R1_G2_24_10_49_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_49_Merge(RGB),464,3,461
NCIH2170_LOW_HER2_R1_G2_24_10_63_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_63_Merge(RGB),214,2,212
NCIH2170_HIGH_HER2_R1_G0_2501_20_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_20,255,20,235
NCIH2170_HIGH_HER2_R1_G0_2501_17_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_17,148,4,144
NCIH2170_HIGH_HER2_R1_G2_24_10_40_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_40_Merge(RGB),256,7,249
NCIH2170_LOW_HER2_R1_G0_2501_107_Merge.tif (RGB).tif,NCIH2170_LOW_HER2_R1_G0_2501_107,281,22,259
NCIH2170_TOTAL_HER2_R1_G0_2501_66_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_66,147,0,147
NCIH2170_TOTAL_HER2_R1_G2_24_10_4_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_4_Merge(RGB),92,15,77
NCIH2170_TOTAL_HER2_R1_G0_2501_13_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_13,218,8,210
NCIH2170_TOTAL_HER2_R1_G1_2404_3_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_3_Merge(RGB),261,0,261
NCIH2170_HIGH_HER2_R1_G1_2404_S2_76_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_76_Merge(RGB),359,1,358
NCIH2170_TOTAL_HER2_R1_G1_2404_12_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_12_Merge(RGB),242,5,237
NCIH2170_TOTAL_HER2_R1_G2_24_10_7_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G2_24_10_7_Merge(RGB),236,4,232
NCIH2170_HIGH_HER2_R1_G1_2404_S2_50_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_50_Merge(RGB),141,2,139
NCIH2170_HIGH_HER2_R1_G2_24_10_105C_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G2_24_10_105C_Merge(RGB),87,1,86
NCIH2170_TOTAL_HER2_R1_G1_2404_11_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_11_Merge(RGB),230,22,208
NCIH2170_HIGH_HER2_R1_G1_2404_S2_65_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_65_Merge(RGB),150,3,147
NCIH2170_HIGH_HER2_R1_G1_2404_S2_77_Merge(RGB).tif,NCIH2170_HIGH_HER2_R1_G1_2404_S2_77_Merge(RGB),218,1,217
NCIH2170_TOTAL_HER2_R1_G0_2501_129_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_129,369,0,369
NCIH2170_TOTAL_HER2_R1_G0_2501_65_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_65,195,15,180
NCIH2170_TOTAL_HER2_R1_G1_2404_104_Merge(RGB).tif,NCIH2170_TOTAL_HER2_R1_G1_2404_104_Merge(RGB),280,0,280
NCIH2170_TOTAL_HER2_R1_G0_2501_11_Merge.tif (RGB).tif,NCIH2170_TOTAL_HER2_R1_G0_2501_11,245,12,233
NCIH2170_LOW_HER2_R1_G1_2404_48_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G1_2404_48_Merge(RGB),143,3,140
NCIH2170_HIGH_HER2_R1_G0_2501_91_Merge.tif (RGB).tif,NCIH2170_HIGH_HER2_R1_G0_2501_91,395,11,384
NCIH2170_LOW_HER2_R1_G2_24_10_125_Merge(RGB).tif,NCIH2170_LOW_HER2_R1_G2_24_10_125_Merge(RGB),142,0,142
