filename,folder,Group,Timeline,ecDNA,MIA_total
H2170_TOTAL_HER2_G2_2502_109_Merge.tif,FACS_241119,Post sort control,G2,170,94
H2170_LOW_HER2_G2_2502_120_Merge.tif,FACS_241119,Low,G2,207,163
H2170_HIGH_HER2_G1_2501_44_Merge.tif,FACS_241119,High,G1,249,69
H2170_LOW_HER2_G1_2501_9_Merge.tif,FACS_241119,Low,G1,123,46
H2170_HIGH_HER2_G1_2501_114_Merge.tif,FACS_241119,High,G1,153,114
H2170_TOTAL_HER2_G2_2502_46B_Merge.tif,FACS_241119,Post sort control,G2,140,112
H2170_TOTAL_HER2_G2_2502_83_Merge.tif,FACS_241119,Post sort control,G2,230,157
H2170_TOTAL_HER2_G1_2501_20_Merge.tif,FACS_241119,Post sort control,G1,67,43
H2170_TOTAL_HER2_G0_2411_71_Merge.tif,FACS_241119,Post sort control,G0,332,183
H2170_LOW_HER2_G1_2501_121_Merge.tif,FACS_241119,Low,G1,134,33
H2170_HIGH_HER2_G2_2502_62_Merge.tif,FACS_241119,High,G2,219,114
H2170_LOW_HER2_G0_2411_50_Merge.tif,FACS_241119,Low,G0,192,186
H2170_TOTAL_HER2_G2_2502_19_Merge.tif,FACS_241119,Post sort control,G2,426,220
H2170_TOTAL_HER2_G2_2502_29_Merge.tif,FACS_241119,Post sort control,G2,162,113
H2170_HIGH_HER2_G2_2502_119_Merge.tif,FACS_241119,High,G2,262,165
H2170_TOTAL_HER2_G1_2501_93_Merge.tif,FACS_241119,Post sort control,G1,179,118
H2170_HIGH_HER2_G2_2502_12_Merge.tif,FACS_241119,High,G2,157,174
H2170_TOTAL_HER2_G0_2411_59_Merge.tif,FACS_241119,Post sort control,G0,244,166
H2170_LOW_HER2_G2_2502_60_Merge.tif,FACS_241119,Low,G2,120,48
H2170_LOW_HER2_G2_2502_22_Merge.tif,FACS_241119,Low,G2,180,59
H2170_TOTAL_HER2_G1_2501_124_Merge.tif,FACS_241119,Post sort control,G1,515,244
H2170_TOTAL_HER2_G2_2502_63_Merge.tif,FACS_241119,Post sort control,G2,368,20
H2170_HIGH_HER2_G1_2501_90_Merge.tif,FACS_241119,High,G1,121,102
H2170_LOW_HER2_G2_2502_3_Merge.tif,FACS_241119,Low,G2,86,119
H2170_HIGH_HER2_G0_2411_126_Merge.tif,FACS_241119,High,G0,283,176
H2170_TOTAL_HER2_G1_2501_116_Merge.tif,FACS_241119,Post sort control,G1,317,161
H2170_LOW_HER2_G0_2411_53_Merge.tif,FACS_241119,Low,G0,82,41
H2170_LOW_HER2_G2_2502_79_Merge.tif,FACS_241119,Low,G2,161,48
H2170_TOTAL_HER2_G1_2501_19_Merge.tif,FACS_241119,Post sort control,G1,115,43
H2170_TOTAL_HER2_G1_2501_109_Merge.tif,FACS_241119,Post sort control,G1,315,124
H2170_TOTAL_HER2_G1_2501_119_Merge.tif,FACS_241119,Post sort control,G1,82,54
H2170_TOTAL_HER2_G1_2501_43_Merge.tif,FACS_241119,Post sort control,G1,205,107
H2170_HIGH_HER2_G1_2501_8_Merge.tif,FACS_241119,High,G1,412,109
H2170_LOW_HER2_G2_2502_13_Merge.tif,FACS_241119,Low,G2,211,125
H2170_TOTAL_HER2_G2_2502_24_Merge.tif,FACS_241119,Post sort control,G2,283,68
H2170_LOW_HER2_G0_2411_121_Merge.tif,FACS_241119,Low,G0,61,17
H2170_HIGH_HER2_G1_2501_35_Merge.tif,FACS_241119,High,G1,673,377
H2170_HIGH_HER2_G0_2411_39_Merge.tif,FACS_241119,High,G0,251,39
H2170_LOW_HER2_G0_2411_114_Merge.tif,FACS_241119,Low,G0,127,139
H2170_LOW_HER2_G2_2502_106_Merge.tif,FACS_241119,Low,G2,112,71
H2170_TOTAL_HER2_G0_2411_69_Merge.tif,FACS_241119,Post sort control,G0,163,96
H2170_LOW_HER2_G2_2502_51_Merge.tif,FACS_241119,Low,G2,214,115
H2170_LOW_HER2_G0_2411_37_Merge.tif,FACS_241119,Low,G0,118,36
H2170_TOTAL_HER2_G0_2411_111_Merge.tif,FACS_241119,Post sort control,G0,266,13
H2170_HIGH_HER2_G1_2501_119_Merge.tif,FACS_241119,High,G1,161,94
H2170_LOW_HER2_G1_2501_17_Merge.tif,FACS_241119,Low,G1,87,60
H2170_HIGH_HER2_G0_2411_43_Merge.tif,FACS_241119,High,G0,936,531
H2170_TOTAL_HER2_G0_2411_94_Merge.tif,FACS_241119,Post sort control,G0,235,40
H2170_HIGH_HER2_G1_2501_50_Merge.tif,FACS_241119,High,G1,127,51
H2170_LOW_HER2_G0_2411_113_Merge.tif,FACS_241119,Low,G0,183,56
H2170_TOTAL_HER2_G0_2411_2_Merge.tif,FACS_241119,Post sort control,G0,333,309
H2170_HIGH_HER2_G1_2501_12_Merge.tif,FACS_241119,High,G1,244,225
H2170_TOTAL_HER2_G1_2501_126_Merge.tif,FACS_241119,Post sort control,G1,219,98
H2170_LOW_HER2_G1_2501_22_Merge.tif,FACS_241119,Low,G1,138,8
H2170_LOW_HER2_G0_2411_112_Merge.tif,FACS_241119,Low,G0,183,155
H2170_TOTAL_HER2_G2_2502_123_Merge.tif,FACS_241119,Post sort control,G2,205,168
H2170_HIGH_HER2_G2_2502_94B_Merge.tif,FACS_241119,High,G2,81,57
H2170_LOW_HER2_G2_2502_69_Merge.tif,FACS_241119,Low,G2,139,77
H2170_TOTAL_HER2_G0_2411_56_Merge.tif,FACS_241119,Post sort control,G0,360,51
H2170_HIGH_HER2_G2_2502_120_Merge.tif,FACS_241119,High,G2,318,212
H2170_LOW_HER2_G2_2502_103_Merge.tif,FACS_241119,Low,G2,150,100
H2170_HIGH_HER2_G1_2501_77A_Merge.tif,FACS_241119,High,G1,234,179
H2170_LOW_HER2_G2_2502_125_Merge.tif,FACS_241119,Low,G2,158,66
H2170_HIGH_HER2_G0_2411_96_Merge.tif,FACS_241119,High,G0,573,341
H2170_HIGH_HER2_G1_2501_77B_Merge.tif,FACS_241119,High,G1,586,432
H2170_HIGH_HER2_G1_2501_93_Merge.tif,FACS_241119,High,G1,533,188
H2170_HIGH_HER2_G0_2411_53_Merge.tif,FACS_241119,High,G0,579,317
H2170_LOW_HER2_G2_2502_54_Merge.tif,FACS_241119,Low,G2,100,71
H2170_TOTAL_HER2_G0_2411_80_Merge.tif,FACS_241119,Post sort control,G0,283,230
H2170_TOTAL_HER2_G1_2501_36_Merge.tif,FACS_241119,Post sort control,G1,229,80
H2170_TOTAL_HER2_G0_2411_3_Merge.tif,FACS_241119,Post sort control,G0,180,109
H2170_HIGH_HER2_G1_2501_88_Merge.tif,FACS_241119,High,G1,234,151
H2170_HIGH_HER2_G0_2411_79_Merge.tif,FACS_241119,High,G0,230,139
H2170_TOTAL_HER2_G2_2502_101_Merge.tif,FACS_241119,Post sort control,G2,251,77
H2170_HIGH_HER2_G0_2411_56_Merge.tif,FACS_241119,High,G0,1065,671
H2170_LOW_HER2_G0_2411_124_Merge.tif,FACS_241119,Low,G0,116,13
H2170_LOW_HER2_G1_2501_96_Merge.tif,FACS_241119,Low,G1,189,57
H2170_TOTAL_HER2_G2_2502_120_Merge.tif,FACS_241119,Post sort control,G2,111,82
H2170_TOTAL_HER2_G0_2411_12_Merge.tif,FACS_241119,Post sort control,G0,577,86
H2170_TOTAL_HER2_G2_2502_86A_Merge.tif,FACS_241119,Post sort control,G2,176,132
H2170_HIGH_HER2_G1_2501_85_Merge.tif,FACS_241119,High,G1,85,73
H2170_HIGH_HER2_G0_2411_88_Merge.tif,FACS_241119,High,G0,329,292
H2170_LOW_HER2_G1_2501_38_Merge.tif,FACS_241119,Low,G1,219,160
H2170_HIGH_HER2_G0_2411_27_Merge.tif,FACS_241119,High,G0,415,415
H2170_LOW_HER2_G2_2502_45_Merge.tif,FACS_241119,Low,G2,199,167
H2170_TOTAL_HER2_G1_2501_40_Merge.tif,FACS_241119,Post sort control,G1,271,167
H2170_HIGH_HER2_G0_2411_74_Merge.tif,FACS_241119,High,G0,165,117
H2170_LOW_HER2_G0_2411_13_Merge.tif,FACS_241119,Low,G0,187,23
H2170_HIGH_HER2_G1_2501_26_Merge.tif,FACS_241119,High,G1,163,91
H2170_LOW_HER2_G2_2502_91_Merge.tif,FACS_241119,Low,G2,201,184
H2170_LOW_HER2_G0_2411_84_Merge.tif,FACS_241119,Low,G0,152,73
H2170_HIGH_HER2_G2_2502_116_Merge.tif,FACS_241119,High,G2,386,211
H2170_LOW_HER2_G2_2502_102_Merge.tif,FACS_241119,Low,G2,51,29
H2170_LOW_HER2_G2_2502_97_Merge.tif,FACS_241119,Low,G2,71,36
H2170_HIGH_HER2_G1_2501_74_Merge.tif,FACS_241119,High,G1,422,205
H2170_HIGH_HER2_G0_2411_9_Merge.tif,FACS_241119,High,G0,404,225
H2170_LOW_HER2_G0_2411_107_Merge.tif,FACS_241119,Low,G0,328,158
H2170_TOTAL_HER2_G1_2501_114_Merge.tif,FACS_241119,Post sort control,G1,112,52
H2170_LOW_HER2_G2_2502_61_Merge.tif,FACS_241119,Low,G2,141,105
H2170_LOW_HER2_G0_2411_100_Merge.tif,FACS_241119,Low,G0,93,49
H2170_LOW_HER2_G1_2501_1_Merge.tif,FACS_241119,Low,G1,87,38
H2170_TOTAL_HER2_G0_2411_120_Merge.tif,FACS_241119,Post sort control,G0,181,143
H2170_HIGH_HER2_G2_2502_82_Merge.tif,FACS_241119,High,G2,105,44
H2170_HIGH_HER2_G2_2502_31_Merge.tif,FACS_241119,High,G2,674,530
H2170_HIGH_HER2_G2_2502_105A_Merge.tif,FACS_241119,High,G2,235,14
H2170_LOW_HER2_G2_2502_37_Merge.tif,FACS_241119,Low,G2,285,121
H2170_LOW_HER2_G2_2502_114_Merge.tif,FACS_241119,Low,G2,56,33
H2170_LOW_HER2_G2_2502_121_Merge.tif,FACS_241119,Low,G2,138,66
H2170_LOW_HER2_G2_2502_95_Merge.tif,FACS_241119,Low,G2,317,179
H2170_HIGH_HER2_G1_2501_61_Merge.tif,FACS_241119,High,G1,425,338
H2170_LOW_HER2_G2_2502_84_Merge.tif,FACS_241119,Low,G2,118,67
H2170_HIGH_HER2_G2_2502_69_Merge.tif,FACS_241119,High,G2,264,147
H2170_HIGH_HER2_G2_2502_113_Merge.tif,FACS_241119,High,G2,111,50
H2170_LOW_HER2_G2_2502_107_Merge.tif,FACS_241119,Low,G2,269,104
H2170_HIGH_HER2_G1_2501_27_Merge.tif,FACS_241119,High,G1,276,136
H2170_LOW_HER2_G2_2502_110_Merge.tif,FACS_241119,Low,G2,231,101
H2170_HIGH_HER2_G0_2411_23A_Merge.tif,FACS_241119,High,G0,111,21
H2170_LOW_HER2_G2_2502_129_Merge.tif,FACS_241119,Low,G2,266,157
H2170_HIGH_HER2_G2_2502_84_Merge.tif,FACS_241119,High,G2,259,207
H2170_TOTAL_HER2_G0_2411_123_Merge.tif,FACS_241119,Post sort control,G0,281,133
H2170_LOW_HER2_G1_2501_117_Merge.tif,FACS_241119,Low,G1,106,11
H2170_HIGH_HER2_G2_2502_102_Merge.tif,FACS_241119,High,G2,87,71
H2170_HIGH_HER2_G0_2411_97_Merge.tif,FACS_241119,High,G0,278,30
H2170_TOTAL_HER2_G0_2411_16A_Merge.tif,FACS_241119,Post sort control,G0,354,11
H2170_TOTAL_HER2_G1_2501_76_Merge.tif,FACS_241119,Post sort control,G1,188,131
H2170_HIGH_HER2_G2_2502_81_Merge.tif,FACS_241119,High,G2,229,128
H2170_LOW_HER2_G2_2502_92_Merge.tif,FACS_241119,Low,G2,253,124
H2170_TOTAL_HER2_G2_2502_51_Merge.tif,FACS_241119,Post sort control,G2,127,99
H2170_TOTAL_HER2_G1_2501_18_Merge.tif,FACS_241119,Post sort control,G1,80,26
H2170_TOTAL_HER2_G1_2501_102_Merge.tif,FACS_241119,Post sort control,G1,156,87
H2170_LOW_HER2_G0_2411_67_Merge.tif,FACS_241119,Low,G0,242,204
H2170_TOTAL_HER2_G2_2502_20_Merge.tif,FACS_241119,Post sort control,G2,318,135
H2170_TOTAL_HER2_G0_2411_73_Merge.tif,FACS_241119,Post sort control,G0,151,82
H2170_HIGH_HER2_G2_2502_92_Merge.tif,FACS_241119,High,G2,182,139
H2170_HIGH_HER2_G2_2502_71_Merge.tif,FACS_241119,High,G2,262,116
H2170_HIGH_HER2_G2_2502_57_Merge.tif,FACS_241119,High,G2,147,54
H2170_LOW_HER2_G0_2411_41_Merge.tif,FACS_241119,Low,G0,478,266
H2170_LOW_HER2_G2_2502_101_Merge.tif,FACS_241119,Low,G2,321,233
H2170_LOW_HER2_G1_2501_83_Merge.tif,FACS_241119,Low,G1,108,30
H2170_HIGH_HER2_G0_2411_55_Merge.tif,FACS_241119,High,G0,283,268
H2170_HIGH_HER2_G2_2502_26_Merge.tif,FACS_241119,High,G2,237,177
H2170_TOTAL_HER2_G0_2411_38_Merge.tif,FACS_241119,Post sort control,G0,643,57
H2170_LOW_HER2_G2_2502_18_Merge.tif,FACS_241119,Low,G2,430,278
H2170_LOW_HER2_G1_2501_124_Merge.tif,FACS_241119,Low,G1,62,14
H2170_HIGH_HER2_G1_2501_59_Merge.tif,FACS_241119,High,G1,351,198
H2170_TOTAL_HER2_G2_2502_97A_Merge.tif,FACS_241119,Post sort control,G2,150,91
H2170_TOTAL_HER2_G1_2501_4_Merge.tif,FACS_241119,Post sort control,G1,104,107
H2170_TOTAL_HER2_G2_2502_34_Merge.tif,FACS_241119,Post sort control,G2,706,157
H2170_HIGH_HER2_G1_2501_55_Merge.tif,FACS_241119,High,G1,683,205
H2170_HIGH_HER2_G2_2502_63_Merge.tif,FACS_241119,High,G2,460,114
H2170_HIGH_HER2_G2_2502_24_Merge.tif,FACS_241119,High,G2,251,141
H2170_TOTAL_HER2_G2_2502_92_Merge.tif,FACS_241119,Post sort control,G2,128,66
H2170_TOTAL_HER2_G2_2502_67A_Merge.tif,FACS_241119,Post sort control,G2,118,16
H2170_HIGH_HER2_G2_2502_50_Merge.tif,FACS_241119,High,G2,165,109
H2170_HIGH_HER2_G2_2502_79B_Merge.tif,FACS_241119,High,G2,242,57
H2170_LOW_HER2_G0_2411_86_Merge.tif,FACS_241119,Low,G0,140,103
H2170_LOW_HER2_G2_2502_130_Merge.tif,FACS_241119,Low,G2,711,312
H2170_HIGH_HER2_G0_2411_93_Merge.tif,FACS_241119,High,G0,186,21
H2170_HIGH_HER2_G1_2501_60_Merge.tif,FACS_241119,High,G1,519,174
H2170_HIGH_HER2_G1_2501_49_Merge.tif,FACS_241119,High,G1,113,72
H2170_HIGH_HER2_G2_2502_44_Merge.tif,FACS_241119,High,G2,173,94
H2170_LOW_HER2_G0_2411_76_Merge.tif,FACS_241119,Low,G0,329,38
H2170_HIGH_HER2_G2_2502_127_Merge.tif,FACS_241119,High,G2,157,68
H2170_TOTAL_HER2_G0_2411_30_Merge.tif,FACS_241119,Post sort control,G0,168,75
H2170_LOW_HER2_G1_2501_19_Merge.tif,FACS_241119,Low,G1,126,54
H2170_LOW_HER2_G0_2411_11_Merge.tif,FACS_241119,Low,G0,177,28
H2170_TOTAL_HER2_G1_2501_50_Merge.tif,FACS_241119,Post sort control,G1,132,28
H2170_TOTAL_HER2_G2_2502_128_Merge.tif,FACS_241119,Post sort control,G2,195,158
H2170_HIGH_HER2_G2_2502_114_Merge.tif,FACS_241119,High,G2,117,45
H2170_TOTAL_HER2_G2_2502_12_Merge.tif,FACS_241119,Post sort control,G2,93,158
H2170_LOW_HER2_G1_2501_54_Merge.tif,FACS_241119,Low,G1,339,88
H2170_LOW_HER2_G1_2501_14A_Merge.tif,FACS_241119,Low,G1,112,53
H2170_HIGH_HER2_G1_2501_95_Merge.tif,FACS_241119,High,G1,517,181
H2170_TOTAL_HER2_G1_2501_2_Merge.tif,FACS_241119,Post sort control,G1,240,43
H2170_TOTAL_HER2_G0_2411_17B_Merge.tif,FACS_241119,Post sort control,G0,146,68
H2170_TOTAL_HER2_G1_2501_99_Merge.tif,FACS_241119,Post sort control,G1,157,43
H2170_LOW_HER2_G0_2411_129_Merge.tif,FACS_241119,Low,G0,260,93
H2170_HIGH_HER2_G2_2502_76_Merge.tif,FACS_241119,High,G2,551,343
H2170_TOTAL_HER2_G1_2501_14_Merge.tif,FACS_241119,Post sort control,G1,101,52
H2170_HIGH_HER2_G0_2411_125_Merge.tif,FACS_241119,High,G0,213,241
H2170_TOTAL_HER2_G1_2501_5_Merge.tif,FACS_241119,Post sort control,G1,346,38
H2170_TOTAL_HER2_G1_2501_105_Merge.tif,FACS_241119,Post sort control,G1,151,60
H2170_TOTAL_HER2_G1_2501_61_Merge.tif,FACS_241119,Post sort control,G1,77,26
H2170_LOW_HER2_G0_2411_91_Merge.tif,FACS_241119,Low,G0,138,17
H2170_LOW_HER2_G0_2411_106_Merge.tif,FACS_241119,Low,G0,233,30
H2170_TOTAL_HER2_G1_2501_52_Merge.tif,FACS_241119,Post sort control,G1,136,53
H2170_LOW_HER2_G2_2502_57_Merge.tif,FACS_241119,Low,G2,327,217
H2170_TOTAL_HER2_G2_2502_86B_Merge.tif,FACS_241119,Post sort control,G2,418,358
H2170_HIGH_HER2_G2_2502_109_Merge.tif,FACS_241119,High,G2,307,241
H2170_LOW_HER2_G1_2501_69_Merge.tif,FACS_241119,Low,G1,204,26
H2170_TOTAL_HER2_G2_2502_43A_Merge.tif,FACS_241119,Post sort control,G2,151,2
H2170_TOTAL_HER2_G1_2501_120_Merge.tif,FACS_241119,Post sort control,G1,129,70
H2170_TOTAL_HER2_G1_2501_89_Merge.tif,FACS_241119,Post sort control,G1,183,62
H2170_TOTAL_HER2_G2_2502_75_Merge.tif,FACS_241119,Post sort control,G2,216,212
H2170_LOW_HER2_G1_2501_24_Merge.tif,FACS_241119,Low,G1,101,41
H2170_LOW_HER2_G0_2411_15B_Merge.tif,FACS_241119,Low,G0,49,27
H2170_HIGH_HER2_G0_2411_29_Merge.tif,FACS_241119,High,G0,555,421
H2170_TOTAL_HER2_G0_2411_26_Merge.tif,FACS_241119,Post sort control,G0,342,124
H2170_LOW_HER2_G2_2502_116_Merge.tif,FACS_241119,Low,G2,221,95
H2170_TOTAL_HER2_G2_2502_107_Merge.tif,FACS_241119,Post sort control,G2,132,47
H2170_HIGH_HER2_G0_2411_94_Merge.tif,FACS_241119,High,G0,164,104
H2170_LOW_HER2_G2_2502_19_Merge.tif,FACS_241119,Low,G2,180,83
H2170_HIGH_HER2_G2_2502_42_Merge.tif,FACS_241119,High,G2,488,50
H2170_LOW_HER2_G0_2411_77B_Merge.tif,FACS_241119,Low,G0,256,5
H2170_HIGH_HER2_G2_2502_18_Merge.tif,FACS_241119,High,G2,408,123
H2170_HIGH_HER2_G2_2502_70_Merge.tif,FACS_241119,High,G2,335,233
H2170_LOW_HER2_G2_2502_38_Merge.tif,FACS_241119,Low,G2,456,229
H2170_HIGH_HER2_G0_2411_91_Merge.tif,FACS_241119,High,G0,452,297
H2170_HIGH_HER2_G1_2501_104_Merge.tif,FACS_241119,High,G1,156,124
H2170_HIGH_HER2_G2_2502_2_Merge.tif,FACS_241119,High,G2,222,38
H2170_LOW_HER2_G1_2501_64_Merge.tif,FACS_241119,Low,G1,256,124
H2170_TOTAL_HER2_G1_2501_24_Merge.tif,FACS_241119,Post sort control,G1,145,113
H2170_HIGH_HER2_G2_2502_15_Merge.tif,FACS_241119,High,G2,469,68
H2170_TOTAL_HER2_G2_2502_39B_Merge.tif,FACS_241119,Post sort control,G2,313,152
H2170_HIGH_HER2_G0_2411_23B_Merge.tif,FACS_241119,High,G0,147,19
H2170_HIGH_HER2_G0_2411_69_Merge.tif,FACS_241119,High,G0,1370,450
H2170_HIGH_HER2_G2_2502_56_Merge.tif,FACS_241119,High,G2,561,396
H2170_HIGH_HER2_G1_2501_64_Merge.tif,FACS_241119,High,G1,342,191
H2170_TOTAL_HER2_G2_2502_76_Merge.tif,FACS_241119,Post sort control,G2,94,71
H2170_HIGH_HER2_G1_2501_21_Merge.tif,FACS_241119,High,G1,237,49
H2170_LOW_HER2_G1_2501_118_Merge.tif,FACS_241119,Low,G1,101,96
H2170_TOTAL_HER2_G1_2501_75_Merge.tif,FACS_241119,Post sort control,G1,92,52
H2170_LOW_HER2_G2_2502_28A_Merge.tif,FACS_241119,Low,G2,192,56
H2170_TOTAL_HER2_G0_2411_25_Merge.tif,FACS_241119,Post sort control,G0,260,64
H2170_TOTAL_HER2_G0_2411_99_Merge.tif,FACS_241119,Post sort control,G0,223,94
H2170_LOW_HER2_G0_2411_105_Merge.tif,FACS_241119,Low,G0,148,18
H2170_HIGH_HER2_G0_2411_114_Merge.tif,FACS_241119,High,G0,175,56
H2170_LOW_HER2_G1_2501_37_Merge.tif,FACS_241119,Low,G1,172,26
H2170_LOW_HER2_G0_2411_83_Merge.tif,FACS_241119,Low,G0,108,43
H2170_TOTAL_HER2_G1_2501_112_Merge.tif,FACS_241119,Post sort control,G1,204,54
H2170_HIGH_HER2_G0_2411_28_Merge.tif,FACS_241119,High,G0,259,178
H2170_HIGH_HER2_G2_2502_72_Merge.tif,FACS_241119,High,G2,124,22
H2170_LOW_HER2_G0_2411_63_Merge.tif,FACS_241119,Low,G0,164,95
H2170_LOW_HER2_G1_2501_16_Merge.tif,FACS_241119,Low,G1,71,55
H2170_TOTAL_HER2_G2_2502_28A_Merge.tif,FACS_241119,Post sort control,G2,203,113
H2170_TOTAL_HER2_G2_2502_42_Merge.tif,FACS_241119,Post sort control,G2,146,61
H2170_TOTAL_HER2_G0_2411_124_Merge.tif,FACS_241119,Post sort control,G0,395,115
H2170_LOW_HER2_G2_2502_94_Merge.tif,FACS_241119,Low,G2,250,84
H2170_HIGH_HER2_G1_2501_68_Merge.tif,FACS_241119,High,G1,161,126
H2170_TOTAL_HER2_G0_2411_16B_Merge.tif,FACS_241119,Post sort control,G0,119,5
H2170_HIGH_HER2_G0_2411_63_Merge.tif,FACS_241119,High,G0,220,198
H2170_LOW_HER2_G2_2502_43_Merge.tif,FACS_241119,Low,G2,480,229
H2170_LOW_HER2_G2_2502_93_Merge.tif,FACS_241119,Low,G2,109,49
H2170_HIGH_HER2_G2_2502_83_Merge.tif,FACS_241119,High,G2,493,276
H2170_TOTAL_HER2_G1_2501_32_Merge.tif,FACS_241119,Post sort control,G1,99,40
H2170_HIGH_HER2_G2_2502_130_Merge.tif,FACS_241119,High,G2,139,13
H2170_HIGH_HER2_G2_2502_19_Merge.tif,FACS_241119,High,G2,218,27
H2170_TOTAL_HER2_G2_2502_32_Merge.tif,FACS_241119,Post sort control,G2,117,93
H2170_LOW_HER2_G2_2502_14_Merge.tif,FACS_241119,Low,G2,361,219
H2170_LOW_HER2_G0_2411_125_Merge.tif,FACS_241119,Low,G0,73,35
H2170_LOW_HER2_G1_2501_76_Merge.tif,FACS_241119,Low,G1,286,59
H2170_HIGH_HER2_G1_2501_51_Merge.tif,FACS_241119,High,G1,468,361
H2170_LOW_HER2_G2_2502_80_Merge.tif,FACS_241119,Low,G2,91,69
H2170_LOW_HER2_G2_2502_10_Merge.tif,FACS_241119,Low,G2,68,80
H2170_HIGH_HER2_G1_2501_31B_Merge.tif,FACS_241119,High,G1,128,74
H2170_TOTAL_HER2_G0_2411_104_Merge.tif,FACS_241119,Post sort control,G0,265,81
H2170_LOW_HER2_G2_2502_127_Merge.tif,FACS_241119,Low,G2,78,63
H2170_LOW_HER2_G2_2502_63_Merge.tif,FACS_241119,Low,G2,223,55
H2170_LOW_HER2_G2_2502_113_Merge.tif,FACS_241119,Low,G2,421,252
H2170_HIGH_HER2_G0_2411_13A_Merge.tif,FACS_241119,High,G0,282,154
H2170_TOTAL_HER2_G2_2502_82_Merge.tif,FACS_241119,Post sort control,G2,103,68
H2170_TOTAL_HER2_G2_2502_114_Merge.tif,FACS_241119,Post sort control,G2,160,80
H2170_HIGH_HER2_G0_2411_13B_Merge.tif,FACS_241119,High,G0,125,106
H2170_HIGH_HER2_G1_2501_15_Merge.tif,FACS_241119,High,G1,127,42
H2170_TOTAL_HER2_G1_2501_39_Merge.tif,FACS_241119,Post sort control,G1,109,29
H2170_TOTAL_HER2_G2_2502_108_Merge.tif,FACS_241119,Post sort control,G2,347,229
H2170_HIGH_HER2_G1_2501_69_Merge.tif,FACS_241119,High,G1,379,163
H2170_LOW_HER2_G0_2411_90_Merge.tif,FACS_241119,Low,G0,134,53
H2170_HIGH_HER2_G0_2411_36_Merge.tif,FACS_241119,High,G0,290,243
H2170_LOW_HER2_G0_2411_111_Merge.tif,FACS_241119,Low,G0,55,15
H2170_HIGH_HER2_G1_2501_46_Merge.tif,FACS_241119,High,G1,316,167
H2170_HIGH_HER2_G0_2411_105_Merge.tif,FACS_241119,High,G0,773,580
H2170_TOTAL_HER2_G2_2502_100_Merge.tif,FACS_241119,Post sort control,G2,143,17
H2170_LOW_HER2_G1_2501_85_Merge.tif,FACS_241119,Low,G1,171,27
H2170_LOW_HER2_G0_2411_126_Merge.tif,FACS_241119,Low,G0,131,47
H2170_HIGH_HER2_G0_2411_95_Merge.tif,FACS_241119,High,G0,240,215
H2170_LOW_HER2_G0_2411_14_Merge.tif,FACS_241119,Low,G0,272,62
H2170_TOTAL_HER2_G1_2501_117_Merge.tif,FACS_241119,Post sort control,G1,213,100
H2170_LOW_HER2_G1_2501_105_Merge.tif,FACS_241119,Low,G1,141,68
H2170_TOTAL_HER2_G1_2501_85_Merge.tif,FACS_241119,Post sort control,G1,219,125
H2170_HIGH_HER2_G2_2502_7_Merge.tif,FACS_241119,High,G2,405,57
H2170_TOTAL_HER2_G1_2501_57_Merge.tif,FACS_241119,Post sort control,G1,231,111
H2170_LOW_HER2_G2_2502_66_Merge.tif,FACS_241119,Low,G2,173,52
H2170_TOTAL_HER2_G1_2501_79_Merge.tif,FACS_241119,Post sort control,G1,237,134
H2170_TOTAL_HER2_G1_2501_47_Merge.tif,FACS_241119,Post sort control,G1,92,36
H2170_TOTAL_HER2_G1_2501_94_Merge.tif,FACS_241119,Post sort control,G1,288,215
H2170_LOW_HER2_G2_2502_83_Merge.tif,FACS_241119,Low,G2,260,114
H2170_TOTAL_HER2_G1_2501_28A_Merge.tif,FACS_241119,Post sort control,G1,244,138
H2170_HIGH_HER2_G1_2501_47_Merge.tif,FACS_241119,High,G1,93,47
H2170_TOTAL_HER2_G1_2501_96_Merge.tif,FACS_241119,Post sort control,G1,117,69
H2170_TOTAL_HER2_G0_2411_55_Merge.tif,FACS_241119,Post sort control,G0,441,335
H2170_HIGH_HER2_G1_2501_33_Merge.tif,FACS_241119,High,G1,147,5
H2170_HIGH_HER2_G1_2501_3_Merge.tif,FACS_241119,High,G1,222,5
H2170_HIGH_HER2_G1_2501_62_Merge.tif,FACS_241119,High,G1,241,177
H2170_LOW_HER2_G1_2501_122_Merge.tif,FACS_241119,Low,G1,53,33
H2170_HIGH_HER2_G0_2411_40_Merge.tif,FACS_241119,High,G0,310,256
H2170_TOTAL_HER2_G0_2411_4_Merge.tif,FACS_241119,Post sort control,G0,513,76
H2170_LOW_HER2_G0_2411_10_Merge.tif,FACS_241119,Low,G0,250,49
H2170_LOW_HER2_G0_2411_77A_Merge.tif,FACS_241119,Low,G0,179,39
H2170_LOW_HER2_G1_2501_81_Merge.tif,FACS_241119,Low,G1,275,60
H2170_TOTAL_HER2_G2_2502_97B_Merge.tif,FACS_241119,Post sort control,G2,174,91
H2170_TOTAL_HER2_G1_2501_26_Merge.tif,FACS_241119,Post sort control,G1,143,102
H2170_HIGH_HER2_G1_2501_10_Merge.tif,FACS_241119,High,G1,201,99
H2170_HIGH_HER2_G2_2502_32_Merge.tif,FACS_241119,High,G2,257,204
H2170_LOW_HER2_G2_2502_128_Merge.tif,FACS_241119,Low,G2,88,21
