filename,folder,Group,Timeline,ecDNA,MIA_total
NCIH2170_HIGH_HER2_R1_G2_24_10_105B_Merge(RGB).tif,FACS_240409,High,G2,150,83
NCIH2170_TOTAL_HER2_R1_G0_2501_119_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,154,43
NCIH2170_HIGH_HER2_R1_G2_24_10_17_Merge(RGB).tif,FACS_240409,High,G2,539,383
NCIH2170_HIGH_HER2_R1_G2_24_10_123_Merge(RGB).tif,FACS_240409,High,G2,132,71
NCIH2170_LOW_HER2_R1_G0_2501_12A_Merge.tif (RGB).tif,FACS_240409,Low,G0,93,33
NCIH2170_TOTAL_HER2_R1_G2_24_10_78_Merge(RGB).tif,FACS_240409,Post sort control,G2,523,165
NCIH2170_LOW_HER2_R1_G1_2404_49_Merge(RGB).tif,FACS_240409,Low,G1,218,200
NCIH2170_TOTAL_HER2_R1_G1_2404_73_Merge(RGB).tif,FACS_240409,Post sort control,G1,75,24
NCIH2170_HIGH_HER2_R1_G1_2404_S2_44_Merge(RGB).tif,FACS_240409,High,G1,378,140
NCIH2170_HIGH_HER2_R1_G1_2404_S2_84_Merge(RGB).tif,FACS_240409,High,G1,429,325
NCIH2170_HIGH_HER2_R1_G1_2404_S2_82_Merge(RGB).tif,FACS_240409,High,G1,161,170
NCIH2170_TOTAL_HER2_R1_G1_2404_30_Merge(RGB).tif,FACS_240409,Post sort control,G1,297,186
NCIH2170_HIGH_HER2_R1_G0_2501_105_Merge.tif (RGB).tif,FACS_240409,High,G0,144,31
NCIH2170_LOW_HER2_R1_G1_2404_33_Merge(RGB).tif,FACS_240409,Low,G1,229,157
NCIH2170_LOW_HER2_R1_G2_24_10_12_Merge(RGB).tif,FACS_240409,Low,G2,307,89
NCIH2170_HIGH_HER2_R1_G1_2404_S2_21_Merge(RGB).tif,FACS_240409,High,G1,176,51
NCIH2170_HIGH_HER2_R1_G0_2501_31_Merge.tif (RGB).tif,FACS_240409,High,G0,146,77
NCIH2170_TOTAL_HER2_R1_G2_24_10_88_Merge(RGB).tif,FACS_240409,Post sort control,G2,181,85
NCIH2170_LOW_HER2_R1_G0_2501_103_Merge.tif (RGB).tif,FACS_240409,Low,G0,177,71
NCIH2170_LOW_HER2_R1_G1_2404_62_Merge(RGB).tif,FACS_240409,Low,G1,215,119
NCIH2170_TOTAL_HER2_R1_G2_24_10_54_Merge(RGB).tif,FACS_240409,Post sort control,G2,253,124
NCIH2170_TOTAL_HER2_R1_G2_24_10_94_Merge(RGB).tif,FACS_240409,Post sort control,G2,303,64
NCIH2170_LOW_HER2_R1_G2_24_10_64_Merge(RGB).tif,FACS_240409,Low,G2,589,127
NCIH2170_TOTAL_HER2_R1_G2_24_10_68_Merge(RGB).tif,FACS_240409,Post sort control,G2,402,102
NCIH2170_HIGH_HER2_R1_G0_2501_76_Merge.tif (RGB).tif,FACS_240409,High,G0,119,17
NCIH2170_TOTAL_HER2_R1_G0_2501_109A_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,255,63
NCIH2170_TOTAL_HER2_R1_G1_2404_114_Merge(RGB).tif,FACS_240409,Post sort control,G1,217,104
NCIH2170_HIGH_HER2_R1_G1_2404_S2_25_Merge(RGB).tif,FACS_240409,High,G1,117,71
NCIH2170_HIGH_HER2_R1_G2_24_10_97_Merge(RGB).tif,FACS_240409,High,G2,160,131
NCIH2170_HIGH_HER2_R1_G0_2501_4_Merge.tif (RGB).tif,FACS_240409,High,G0,191,32
NCIH2170_HIGH_HER2_R1_G0_2501_104_Merge.tif (RGB).tif,FACS_240409,High,G0,267,54
NCIH2170_HIGH_HER2_R1_G2_24_10_70_Merge(RGB).tif,FACS_240409,High,G2,112,42
NCIH2170_TOTAL_HER2_R1_G0_2501_7_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,139,37
NCIH2170_HIGH_HER2_R1_G0_2501_84_Merge.tif (RGB).tif,FACS_240409,High,G0,193,49
NCIH2170_TOTAL_HER2_R1_G2_24_10_99_Merge(RGB).tif,FACS_240409,Post sort control,G2,559,166
NCIH2170_HIGH_HER2_R1_G1_2404_S2_26_Merge(RGB).tif,FACS_240409,High,G1,405,196
NCIH2170_TOTAL_HER2_R1_G2_24_10_105_Merge(RGB).tif,FACS_240409,Post sort control,G2,435,72
NCIH2170_LOW_HER2_R1_G0_2501_13_Merge.tif (RGB).tif,FACS_240409,Low,G0,223,101
NCIH2170_LOW_HER2_R1_G2_24_10_14_Merge(RGB).tif,FACS_240409,Low,G2,80,50
NCIH2170_TOTAL_HER2_R1_G0_2501_108_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,178,39
NCIH2170_TOTAL_HER2_R1_G2_24_10_57_Merge(RGB).tif,FACS_240409,Post sort control,G2,484,182
NCIH2170_LOW_HER2_R1_G2_24_10_58_Merge(RGB).tif,FACS_240409,Low,G2,703,286
NCIH2170_TOTAL_HER2_R1_G0_2501_5_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,117,42
NCIH2170_LOW_HER2_R1_G1_2404_64_Merge(RGB).tif,FACS_240409,Low,G1,179,100
NCIH2170_LOW_HER2_R1_G0_2501_101_Merge.tif (RGB).tif,FACS_240409,Low,G0,206,74
NCIH2170_HIGH_HER2_R1_G2_24_10_92_Merge(RGB).tif,FACS_240409,High,G2,106,89
NCIH2170_TOTAL_HER2_R1_G2_24_10_47_Merge(RGB).tif,FACS_240409,Post sort control,G2,163,64
NCIH2170_TOTAL_HER2_R1_G1_2404_23_Merge(RGB).tif,FACS_240409,Post sort control,G1,208,139
NCIH2170_LOW_HER2_R1_G0_2501_85_Merge.tif (RGB).tif,FACS_240409,Low,G0,169,22
NCIH2170_HIGH_HER2_R1_G0_2501_30_Merge.tif (RGB).tif,FACS_240409,High,G0,281,80
NCIH2170_TOTAL_HER2_R1_G1_2404_40_Merge(RGB).tif,FACS_240409,Post sort control,G1,119,66
NCIH2170_TOTAL_HER2_R1_G2_24_10_50_Merge(RGB).tif,FACS_240409,Post sort control,G2,154,64
NCIH2170_TOTAL_HER2_R1_G1_2404_62_Merge(RGB).tif,FACS_240409,Post sort control,G1,85,68
NCIH2170_LOW_HER2_R1_G0_2501_128_Merge.tif (RGB).tif,FACS_240409,Low,G0,193,31
NCIH2170_HIGH_HER2_R1_G0_2501_54_Merge.tif (RGB).tif,FACS_240409,High,G0,209,23
NCIH2170_HIGH_HER2_R1_G2_24_10_42_Merge(RGB).tif,FACS_240409,High,G2,124,74
NCIH2170_HIGH_HER2_R1_G1_2404_S2_107_Merge(RGB).tif,FACS_240409,High,G1,147,94
NCIH2170_LOW_HER2_R1_G0_2501_18_Merge.tif (RGB).tif,FACS_240409,Low,G0,351,159
NCIH2170_LOW_HER2_R1_G0_2501_65_Merge.tif (RGB).tif,FACS_240409,Low,G0,126,16
NCIH2170_TOTAL_HER2_R1_G2_24_10_128_Merge(RGB).tif,FACS_240409,Post sort control,G2,402,136
NCIH2170_LOW_HER2_R1_G0_2501_97_Merge.tif (RGB).tif,FACS_240409,Low,G0,127,62
NCIH2170_TOTAL_HER2_R1_G2_24_10_35_Merge(RGB).tif,FACS_240409,Post sort control,G2,315,69
NCIH2170_HIGH_HER2_R1_G1_2404_S2_72_Merge(RGB).tif,FACS_240409,High,G1,405,75
NCIH2170_LOW_HER2_R1_G2_24_10_6_Merge(RGB).tif,FACS_240409,Low,G2,156,24
NCIH2170_TOTAL_HER2_R1_G0_2501_73_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,211,72
NCIH2170_HIGH_HER2_R1_G0_2501_103_Merge.tif (RGB).tif,FACS_240409,High,G0,128,44
NCIH2170_TOTAL_HER2_R1_G2_24_10_41_Merge(RGB).tif,FACS_240409,Post sort control,G2,114,48
NCIH2170_HIGH_HER2_R1_G1_2404_S2_127_Merge(RGB).tif,FACS_240409,High,G1,106,79
NCIH2170_HIGH_HER2_R1_G1_2404_S2_101_Merge(RGB).tif,FACS_240409,High,G1,169,74
NCIH2170_HIGH_HER2_R1_G2_24_10_126_Merge(RGB).tif,FACS_240409,High,G2,194,64
NCIH2170_HIGH_HER2_R1_G2_24_10_116_Merge(RGB).tif,FACS_240409,High,G2,371,90
NCIH2170_LOW_HER2_R1_G1_2404_82_Merge(RGB).tif,FACS_240409,Low,G1,214,193
NCIH2170_HIGH_HER2_R1_G2_24_10_61_Merge(RGB).tif,FACS_240409,High,G2,134,59
NCIH2170_HIGH_HER2_R1_G1_2404_S2_20_Merge(RGB).tif,FACS_240409,High,G1,298,192
NCIH2170_TOTAL_HER2_R1_G0_2501_52_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,123,21
NCIH2170_TOTAL_HER2_R1_G0_2501_31_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,171,41
NCIH2170_HIGH_HER2_R1_G2_24_10_108B_Merge(RGB).tif,FACS_240409,High,G2,57,28
NCIH2170_TOTAL_HER2_R1_G2_24_10_122_Merge(RGB).tif,FACS_240409,Post sort control,G2,431,122
NCIH2170_TOTAL_HER2_R1_G1_2404_52_Merge(RGB).tif,FACS_240409,Post sort control,G1,192,134
NCIH2170_HIGH_HER2_R1_G0_2501_79_Merge.tif (RGB).tif,FACS_240409,High,G0,249,90
NCIH2170_TOTAL_HER2_R1_G2_24_10_9_Merge(RGB).tif,FACS_240409,Post sort control,G2,449,134
NCIH2170_TOTAL_HER2_R1_G0_2501_70_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,170,94
NCIH2170_HIGH_HER2_R1_G2_24_10_84_Merge(RGB).tif,FACS_240409,High,G2,126,30
NCIH2170_TOTAL_HER2_R1_G0_2501_57_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,187,66
NCIH2170_LOW_HER2_R1_G2_24_10_62_Merge(RGB).tif,FACS_240409,Low,G2,130,65
NCIH2170_TOTAL_HER2_R1_G0_2501_114A_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,173,74
NCIH2170_TOTAL_HER2_R1_G2_24_10_27_Merge(RGB).tif,FACS_240409,Post sort control,G2,59,39
NCIH2170_HIGH_HER2_R1_G0_2501_43_Merge.tif (RGB).tif,FACS_240409,High,G0,227,58
NCIH2170_TOTAL_HER2_R1_G0_2501_117_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,225,46
NCIH2170_HIGH_HER2_R1_G1_2404_S2_92_Merge(RGB).tif,FACS_240409,High,G1,87,16
NCIH2170_LOW_HER2_R1_G0_2501_43_Merge.tif (RGB).tif,FACS_240409,Low,G0,99,53
NCIH2170_LOW_HER2_R1_G0_2501_48_Merge.tif (RGB).tif,FACS_240409,Low,G0,122,59
NCIH2170_LOW_HER2_R1_G1_2404_76_Merge(RGB).tif,FACS_240409,Low,G1,154,133
NCIH2170_HIGH_HER2_R1_G2_24_10_80_Merge(RGB).tif,FACS_240409,High,G2,218,64
NCIH2170_HIGH_HER2_R1_G1_2404_S2_52_Merge(RGB).tif,FACS_240409,High,G1,113,51
NCIH2170_TOTAL_HER2_R1_G0_2501_61_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,227,89
NCIH2170_HIGH_HER2_R1_G1_2404_S2_12_Merge(RGB).tif,FACS_240409,High,G1,228,111
NCIH2170_HIGH_HER2_R1_G0_2501_69_Merge.tif (RGB).tif,FACS_240409,High,G0,132,55
NCIH2170_TOTAL_HER2_R1_G1_2404_91_Merge(RGB).tif,FACS_240409,Post sort control,G1,143,59
NCIH2170_HIGH_HER2_R1_G1_2404_S2_19_Merge(RGB).tif,FACS_240409,High,G1,85,53
NCIH2170_LOW_HER2_R1_G2_24_10_93B_Merge(RGB).tif,FACS_240409,Low,G2,162,68
NCIH2170_TOTAL_HER2_R1_G1_2404_65_Merge(RGB).tif,FACS_240409,Post sort control,G1,141,130
NCIH2170_TOTAL_HER2_R1_G2_24_10_43_Merge(RGB).tif,FACS_240409,Post sort control,G2,213,65
NCIH2170_TOTAL_HER2_R1_G1_2404_20_Merge(RGB).tif,FACS_240409,Post sort control,G1,154,143
NCIH2170_HIGH_HER2_R1_G0_2501_15B_Merge.tif (RGB).tif,FACS_240409,High,G0,141,90
NCIH2170_HIGH_HER2_R1_G2_24_10_100_Merge(RGB).tif,FACS_240409,High,G2,88,79
NCIH2170_TOTAL_HER2_R1_G0_2501_76_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,235,44
NCIH2170_HIGH_HER2_R1_G1_2404_S2_125_Merge(RGB).tif,FACS_240409,High,G1,69,38
NCIH2170_TOTAL_HER2_R1_G0_2501_62_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,285,85
NCIH2170_HIGH_HER2_R1_G1_2404_S2_95_Merge(RGB).tif,FACS_240409,High,G1,124,43
NCIH2170_HIGH_HER2_R1_G0_2501_95_Merge.tif (RGB).tif,FACS_240409,High,G0,150,51
NCIH2170_TOTAL_HER2_R1_G2_24_10_91_Merge(RGB).tif,FACS_240409,Post sort control,G2,481,14
NCIH2170_HIGH_HER2_R1_G1_2404_S2_74_Merge(RGB).tif,FACS_240409,High,G1,118,62
NCIH2170_HIGH_HER2_R1_G1_2404_S2_59_Merge(RGB).tif,FACS_240409,High,G1,141,53
NCIH2170_TOTAL_HER2_R1_G1_2404_14_Merge(RGB).tif,FACS_240409,Post sort control,G1,82,97
NCIH2170_LOW_HER2_R1_G2_24_10_86_Merge(RGB).tif,FACS_240409,Low,G2,174,113
NCIH2170_HIGH_HER2_R1_G2_24_10_93_Merge(RGB).tif,FACS_240409,High,G2,245,166
NCIH2170_LOW_HER2_R1_G1_2404_17_Merge(RGB).tif,FACS_240409,Low,G1,137,98
NCIH2170_LOW_HER2_R1_G2_24_10_100_Merge(RGB).tif,FACS_240409,Low,G2,188,59
NCIH2170_HIGH_HER2_R1_G2_24_10_16_Merge(RGB).tif,FACS_240409,High,G2,369,124
NCIH2170_LOW_HER2_R1_G2_24_10_13_Merge(RGB).tif,FACS_240409,Low,G2,147,36
NCIH2170_LOW_HER2_R1_G2_24_10_92_Merge(RGB).tif,FACS_240409,Low,G2,135,37
NCIH2170_HIGH_HER2_R1_G1_2404_S2_113_Merge(RGB).tif,FACS_240409,High,G1,410,278
NCIH2170_HIGH_HER2_R1_G0_2501_86_Merge.tif (RGB).tif,FACS_240409,High,G0,233,49
NCIH2170_HIGH_HER2_R1_G2_24_10_88_Merge(RGB).tif,FACS_240409,High,G2,152,58
NCIH2170_TOTAL_HER2_R1_G2_24_10_118_Merge(RGB).tif,FACS_240409,Post sort control,G2,94,43
NCIH2170_HIGH_HER2_R1_G2_24_10_98_Merge(RGB).tif,FACS_240409,High,G2,231,230
NCIH2170_LOW_HER2_R1_G2_24_10_38_Merge(RGB).tif,FACS_240409,Low,G2,70,66
NCIH2170_LOW_HER2_R1_G0_2501_77_Merge.tif (RGB).tif,FACS_240409,Low,G0,233,49
NCIH2170_HIGH_HER2_R1_G1_2404_S2_129_Merge(RGB).tif,FACS_240409,High,G1,330,159
NCIH2170_HIGH_HER2_R1_G0_2501_83_Merge.tif (RGB).tif,FACS_240409,High,G0,137,72
NCIH2170_HIGH_HER2_R1_G0_2501_68_Merge.tif (RGB).tif,FACS_240409,High,G0,211,37
NCIH2170_HIGH_HER2_R1_G0_2501_60_Merge.tif (RGB).tif,FACS_240409,High,G0,347,119
NCIH2170_TOTAL_HER2_R1_G0_2501_118_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,69,25
NCIH2170_HIGH_HER2_R1_G0_2501_22_Merge.tif (RGB).tif,FACS_240409,High,G0,278,52
NCIH2170_HIGH_HER2_R1_G2_24_10_87_Merge(RGB).tif,FACS_240409,High,G2,267,74
NCIH2170_HIGH_HER2_R1_G2_24_10_115_Merge(RGB).tif,FACS_240409,High,G2,190,59
NCIH2170_TOTAL_HER2_R1_G0_2501_105_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,126,46
NCIH2170_LOW_HER2_R1_G0_2501_120_Merge.tif (RGB).tif,FACS_240409,Low,G0,210,48
NCIH2170_LOW_HER2_R1_G1_2404_38_Merge(RGB).tif,FACS_240409,Low,G1,108,88
NCIH2170_TOTAL_HER2_R1_G2_24_10_18_Merge(RGB).tif,FACS_240409,Post sort control,G2,318,66
NCIH2170_TOTAL_HER2_R1_G1_2404_58_Merge(RGB).tif,FACS_240409,Post sort control,G1,204,147
NCIH2170_LOW_HER2_R1_G0_2501_20_Merge.tif (RGB).tif,FACS_240409,Low,G0,67,14
NCIH2170_LOW_HER2_R1_G1_2404_32_Merge(RGB).tif,FACS_240409,Low,G1,306,193
NCIH2170_HIGH_HER2_R1_G0_2501_109_Merge.tif (RGB).tif,FACS_240409,High,G0,408,93
NCIH2170_LOW_HER2_R1_G0_2501_28_Merge.tif (RGB).tif,FACS_240409,Low,G0,155,70
NCIH2170_HIGH_HER2_R1_G1_2404_S2_31_Merge(RGB).tif,FACS_240409,High,G1,228,33
NCIH2170_TOTAL_HER2_R1_G0_2501_103_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,127,42
NCIH2170_TOTAL_HER2_R1_G1_2404_48_Merge(RGB).tif,FACS_240409,Post sort control,G1,170,77
NCIH2170_TOTAL_HER2_R1_G2_24_10_25_Merge(RGB).tif,FACS_240409,Post sort control,G2,213,113
NCIH2170_LOW_HER2_R1_G2_24_10_40_Merge(RGB).tif,FACS_240409,Low,G2,77,24
NCIH2170_HIGH_HER2_R1_G0_2501_71_Merge.tif (RGB).tif,FACS_240409,High,G0,342,123
NCIH2170_HIGH_HER2_R1_G2_24_10_62_Merge(RGB).tif,FACS_240409,High,G2,228,85
NCIH2170_TOTAL_HER2_R1_G1_2404_106_Merge(RGB).tif,FACS_240409,Post sort control,G1,204,184
NCIH2170_HIGH_HER2_R1_G1_2404_S2_57_Merge(RGB).tif,FACS_240409,High,G1,440,236
NCIH2170_HIGH_HER2_R1_G2_24_10_9_Merge(RGB).tif,FACS_240409,High,G2,309,149
NCIH2170_HIGH_HER2_R1_G1_2404_S2_41_Merge(RGB).tif,FACS_240409,High,G1,205,60
NCIH2170_TOTAL_HER2_R1_G1_2404_120_Merge(RGB).tif,FACS_240409,Post sort control,G1,258,160
NCIH2170_LOW_HER2_R1_G2_24_10_123_Merge(RGB).tif,FACS_240409,Low,G2,168,80
NCIH2170_TOTAL_HER2_R1_G2_24_10_26_Merge(RGB).tif,FACS_240409,Post sort control,G2,305,93
NCIH2170_HIGH_HER2_R1_G2_24_10_7_Merge(RGB).tif,FACS_240409,High,G2,282,29
NCIH2170_TOTAL_HER2_R1_G2_24_10_74_Merge(RGB).tif,FACS_240409,Post sort control,G2,159,51
NCIH2170_LOW_HER2_R1_G0_2501_12B_Merge.tif (RGB).tif,FACS_240409,Low,G0,177,85
NCIH2170_TOTAL_HER2_R1_G1_2404_69_Merge(RGB).tif,FACS_240409,Post sort control,G1,270,120
NCIH2170_HIGH_HER2_R1_G0_2501_118_Merge.tif (RGB).tif,FACS_240409,High,G0,209,48
NCIH2170_HIGH_HER2_R1_G0_2501_58_Merge.tif (RGB).tif,FACS_240409,High,G0,197,76
NCIH2170_HIGH_HER2_R1_G1_2404_S2_60_Merge(RGB).tif,FACS_240409,High,G1,215,53
NCIH2170_HIGH_HER2_R1_G2_24_10_34_Merge(RGB).tif,FACS_240409,High,G2,276,36
NCIH2170_LOW_HER2_R1_G0_2501_1_Merge.tif (RGB).tif,FACS_240409,Low,G0,153,33
NCIH2170_LOW_HER2_R1_G2_24_10_98_Merge(RGB).tif,FACS_240409,Low,G2,267,138
NCIH2170_HIGH_HER2_R1_G1_2404_S2_14_Merge(RGB).tif,FACS_240409,High,G1,371,188
NCIH2170_LOW_HER2_R1_G2_24_10_113_Merge(RGB).tif,FACS_240409,Low,G2,417,126
NCIH2170_TOTAL_HER2_R1_G1_2404_118_Merge(RGB).tif,FACS_240409,Post sort control,G1,215,134
NCIH2170_TOTAL_HER2_R1_G2_24_10_11_Merge(RGB).tif,FACS_240409,Post sort control,G2,248,97
NCIH2170_HIGH_HER2_R1_G1_2404_S2_49_Merge(RGB).tif,FACS_240409,High,G1,219,187
NCIH2170_HIGH_HER2_R1_G0_2501_92_Merge.tif (RGB).tif,FACS_240409,High,G0,136,41
NCIH2170_TOTAL_HER2_R1_G2_24_10_92_Merge(RGB).tif,FACS_240409,Post sort control,G2,461,243
NCIH2170_LOW_HER2_R1_G1_2404_14_Merge(RGB).tif,FACS_240409,Low,G1,165,8
NCIH2170_TOTAL_HER2_R1_G2_24_10_31_Merge(RGB).tif,FACS_240409,Post sort control,G2,543,231
NCIH2170_TOTAL_HER2_R1_G0_2501_75_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,158,69
NCIH2170_TOTAL_HER2_R1_G2_24_10_32_Merge(RGB).tif,FACS_240409,Post sort control,G2,585,400
NCIH2170_LOW_HER2_R1_G1_2404_16_Merge(RGB).tif,FACS_240409,Low,G1,37,50
NCIH2170_HIGH_HER2_R1_G0_2501_97_Merge.tif (RGB).tif,FACS_240409,High,G0,351,103
NCIH2170_HIGH_HER2_R1_G1_2404_S2_94_Merge(RGB).tif,FACS_240409,High,G1,92,48
NCIH2170_LOW_HER2_R1_G0_2501_96_Merge.tif (RGB).tif,FACS_240409,Low,G0,117,49
NCIH2170_HIGH_HER2_R1_G2_24_10_33_Merge(RGB).tif,FACS_240409,High,G2,60,23
NCIH2170_TOTAL_HER2_R1_G1_2404_112_Merge(RGB).tif,FACS_240409,Post sort control,G1,93,81
NCIH2170_LOW_HER2_R1_G0_2501_73_Merge.tif (RGB).tif,FACS_240409,Low,G0,130,45
NCIH2170_TOTAL_HER2_R1_G0_2501_90_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,112,40
NCIH2170_LOW_HER2_R1_G2_24_10_21_Merge(RGB).tif,FACS_240409,Low,G2,200,96
NCIH2170_LOW_HER2_R1_G0_2501_95_Merge.tif (RGB).tif,FACS_240409,Low,G0,99,31
NCIH2170_LOW_HER2_R1_G0_2501_123_Merge.tif (RGB).tif,FACS_240409,Low,G0,142,56
NCIH2170_LOW_HER2_R1_G1_2404_74_Merge(RGB).tif,FACS_240409,Low,G1,56,34
NCIH2170_HIGH_HER2_R1_G0_2501_102_Merge.tif (RGB).tif,FACS_240409,High,G0,333,145
NCIH2170_TOTAL_HER2_R1_G0_2501_96_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,261,109
NCIH2170_HIGH_HER2_R1_G2_24_10_31_Merge(RGB).tif,FACS_240409,High,G2,221,83
NCIH2170_TOTAL_HER2_R1_G1_2404_57_Merge(RGB).tif,FACS_240409,Post sort control,G1,324,130
NCIH2170_TOTAL_HER2_R1_G0_2501_115_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,464,108
NCIH2170_LOW_HER2_R1_G2_24_10_60_Merge(RGB).tif,FACS_240409,Low,G2,240,80
NCIH2170_TOTAL_HER2_R1_G2_24_10_2_Merge(RGB).tif,FACS_240409,Post sort control,G2,233,100
NCIH2170_TOTAL_HER2_R1_G0_2501_78_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,168,89
NCIH2170_LOW_HER2_R1_G1_2404_39_Merge(RGB).tif,FACS_240409,Low,G1,213,220
NCIH2170_HIGH_HER2_R1_G2_24_10_78_Merge(RGB).tif,FACS_240409,High,G2,150,67
NCIH2170_TOTAL_HER2_R1_G0_2501_109B_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,109,42
NCIH2170_LOW_HER2_R1_G0_2501_102_Merge.tif (RGB).tif,FACS_240409,Low,G0,69,35
NCIH2170_TOTAL_HER2_R1_G1_2404_78_Merge(RGB).tif,FACS_240409,Post sort control,G1,157,157
NCIH2170_LOW_HER2_R1_G2_24_10_25_Merge(RGB).tif,FACS_240409,Low,G2,185,49
NCIH2170_TOTAL_HER2_R1_G0_2501_80_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,282,70
NCIH2170_TOTAL_HER2_R1_G2_24_10_82_Merge(RGB).tif,FACS_240409,Post sort control,G2,664,85
NCIH2170_TOTAL_HER2_R1_G0_2501_28_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,190,42
NCIH2170_HIGH_HER2_R1_G1_2404_S2_29_Merge(RGB).tif,FACS_240409,High,G1,153,110
NCIH2170_HIGH_HER2_R1_G1_2404_S2_118_Merge(RGB).tif,FACS_240409,High,G1,207,194
NCIH2170_HIGH_HER2_R1_G1_2404_S2_43_Merge(RGB).tif,FACS_240409,High,G1,56,27
NCIH2170_LOW_HER2_R1_G0_2501_54_Merge.tif (RGB).tif,FACS_240409,Low,G0,188,69
NCIH2170_HIGH_HER2_R1_G2_24_10_77_Merge(RGB).tif,FACS_240409,High,G2,128,34
NCIH2170_HIGH_HER2_R1_G2_24_10_102_Merge(RGB).tif,FACS_240409,High,G2,110,31
NCIH2170_TOTAL_HER2_R1_G2_24_10_120_Merge(RGB).tif,FACS_240409,Post sort control,G2,301,95
NCIH2170_HIGH_HER2_R1_G0_2501_100_Merge.tif (RGB).tif,FACS_240409,High,G0,191,50
NCIH2170_HIGH_HER2_R1_G2_24_10_117_Merge(RGB).tif,FACS_240409,High,G2,121,55
NCIH2170_HIGH_HER2_R1_G0_2501_59_Merge.tif (RGB).tif,FACS_240409,High,G0,177,52
NCIH2170_HIGH_HER2_R1_G1_2404_S2_68_Merge(RGB).tif,FACS_240409,High,G1,265,88
NCIH2170_HIGH_HER2_R1_G0_2501_32_Merge.tif (RGB).tif,FACS_240409,High,G0,230,61
NCIH2170_LOW_HER2_R1_G0_2501_36_Merge.tif (RGB).tif,FACS_240409,Low,G0,178,43
NCIH2170_HIGH_HER2_R1_G1_2404_S2_71_Merge(RGB).tif,FACS_240409,High,G1,266,47
NCIH2170_LOW_HER2_R1_G2_24_10_55_Merge(RGB).tif,FACS_240409,Low,G2,228,54
NCIH2170_LOW_HER2_R1_G1_2404_51_Merge(RGB).tif,FACS_240409,Low,G1,159,129
NCIH2170_LOW_HER2_R1_G1_2404_54_Merge(RGB).tif,FACS_240409,Low,G1,194,140
NCIH2170_TOTAL_HER2_R1_G2_24_10_126_Merge(RGB).tif,FACS_240409,Post sort control,G2,95,65
NCIH2170_HIGH_HER2_R1_G1_2404_S2_9_Merge(RGB).tif,FACS_240409,High,G1,276,177
NCIH2170_LOW_HER2_R1_G0_2501_52_Merge.tif (RGB).tif,FACS_240409,Low,G0,137,28
NCIH2170_TOTAL_HER2_R1_G0_2501_123_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,96,53
NCIH2170_LOW_HER2_R1_G1_2404_63_Merge(RGB).tif,FACS_240409,Low,G1,122,93
NCIH2170_TOTAL_HER2_R1_G0_2501_27B_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,184,94
NCIH2170_LOW_HER2_R1_G0_2501_56_Merge.tif (RGB).tif,FACS_240409,Low,G0,112,17
NCIH2170_TOTAL_HER2_R1_G2_24_10_127_Merge(RGB).tif,FACS_240409,Post sort control,G2,274,69
NCIH2170_TOTAL_HER2_R1_G2_24_10_46_Merge(RGB).tif,FACS_240409,Post sort control,G2,222,80
NCIH2170_TOTAL_HER2_R1_G2_24_10_96_Merge(RGB).tif,FACS_240409,Post sort control,G2,508,158
NCIH2170_LOW_HER2_R1_G0_2501_31A_Merge.tif (RGB).tif,FACS_240409,Low,G0,228,51
NCIH2170_TOTAL_HER2_R1_G0_2501_60_Merge.tif (RGB).tif,FACS_240409,Post sort control,G0,127,69
NCIH2170_TOTAL_HER2_R1_G2_24_10_114_Merge(RGB).tif,FACS_240409,Post sort control,G2,243,134
NCIH2170_HIGH_HER2_R1_G1_2404_S2_38_Merge(RGB).tif,FACS_240409,High,G1,153,100
NCIH2170_LOW_HER2_R1_G2_24_10_50_Merge(RGB).tif,FACS_240409,Low,G2,539,145
